,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypage,hash_fypシ,hash_protebe,hash_trend,hash_viral
0,US,7102991379571346734,1653794055,3….2…..1….. fail!!! #fyp #funny,6951217736262829061,Tok Hub,"Tik Toks best videos in one spot. Like, follow and suggest videos to be posted.",0,False,https://www.tiktok.com/@__tokhub__/video/7102991379571346734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102991379571346734&source=h5_m,2902488,756,15454,4319,39837,7102991336110426926,7102991336110426926,72,7102991336110426926,original sound - __tokhub__ (Contains music from: My Heart Will Go On (Titanic) - Maliheh Saeedi & Faraz Taali),"Contains music from: ""My Heart Will Go On (Titanic)""",6.951217736262829e+18,Tok Hub,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102991370083748654.mp3,,False,False,Maliheh Saeedi & Faraz Taali,My Heart Will Go On (Titanic),original sound - __tokhub__ (Contains music from: My Heart Will Go On (Titanic) - Maliheh Saeedi & Faraz Taali),"Contains music from: ""My Heart Will Go On (Titanic)""",[],0,0,Czech Republic,#fyp #funny,0,0,1,0,1,0,0,0,0,0
1,CZ,7097704140784127237,1652563026,Kdo to vyzkouší? 😩😹🫶 #fotografovani #tipynafoceni #jakfotit,75711050465017856,Jan Valečka,Avenger Českého Tiktoku,0,False,https://www.tiktok.com/@janvalecka/video/7097704140784127237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097704140784127237&source=h5_m,865899,197,2447,20918,121141,6766128122128500738,6766128122128500738,10033,6766128122128500738,Paris,Else,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aca63a99735047ac9989779640d493c7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7e13b36ea0bf4878848a43e561f9bc72,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1461085630', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#fotografovani #tipynafoceni #jakfotit,0,0,0,0,0,0,0,0,0,0
2,BR,7102606514824744198,1653704451,#AprendaNoTikTok #matematica #AgoraVoceSabe #matematik #foryou,6815663205387764742,Mr Bean da Matemática,"mrbeandamatematica.contato@gmail.com
Download Gauthmath ❤️ ⬇️",0,False,https://www.tiktok.com/@mrbeandamatematica/video/7102606514824744198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102606514824744198&source=h5_m,3385579,1774,1324,8704,247908,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#AprendaNoTikTok #matematica #AgoraVoceSabe #matematik #foryou,1,0,0,0,0,0,0,0,0,0
3,US,7098230102814641451,1652685488,😂😂 #fyp #foryou #fypp #foryourpage #viral,10352011,sarah lupica ♡,Ig- sarah.lupica ♡,0,False,https://www.tiktok.com/@sarah.lupica/video/7098230102814641451?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098230102814641451&source=h5_m,22005433,34823,66266,59850,3231109,7098229889605700398,7098229889605700398,72,7098229889605700398,original sound - sarah.lupica,sarah lupica ♡,10352011.0,sarah lupica ♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098230008661035819.mp3,,False,False,,,,,[],0,0,Czech Republic,#fyp #foryou #fypp #foryourpage #viral,1,0,0,0,1,0,0,0,0,1
4,CZ,7079828361719074053,1648400995,@1lukefry😂🔥🧦🤍🧋🫐,7042029312651887621,♡︎💀🔫,"🥀🖤15.12.2021🖤🥀
~TRENDYY~
      <3
♑ ♑ ♑ ♑",0,False,https://www.tiktok.com/@_.elinaa._00/video/7079828361719074053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079828361719074053&source=h5_m,245167,420,232,686,13659,7078039633720068869,7078039633720068869,72,7078039633720068869,Michal HrůzaPro emu,;,7.008027251322373e+18,;,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078039634912217862.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/53b738f67005c42a36c15857bc1485bb.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7100489498047368453,1653211544,#ski #skiing #skiifalls #skiers #skiigang,6813064693343814662,(),🍃я,0,False,https://www.tiktok.com/@m.hi22/video/7100489498047368453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100489498047368453&source=h5_m,152365,127,44,0,10081,6879315075199519490,6879315075199519490,72,6879315075199519490,シシ,𝘀𝗶𝗻𝗶𝗸𝗸𝗮 ❥,6.828626919376176e+18,𝘀𝗶𝗻𝗶𝗸𝗸𝗮 ❥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6879314995495602946.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0b4d8531aedf53d10b8f039c25aeca32.json,False,False,,,,,[],0,0,Czech Republic,#ski #skiing #skiifalls #skiers #skiigang,0,0,0,0,0,0,0,0,0,0
6,CZ,7092739548593114374,1651407116,Odpovědět @m_tislova tady to mas🥰😋😜😁😇,7017529242527859717,myval,"16
girl👍",0,False,https://www.tiktok.com/@_stepiss/video/7092739548593114374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092739548593114374&source=h5_m,554903,1624,190,741,85728,7092739508470352645,7092739508470352645,72,7092739508470352645,original sound - _stepiss,myval,7.01752924252786e+18,myval,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092739520306744069.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,NL,7070242756416785670,1646169172,#USA #white #black #joke #funny #fakegun ⚠️ fake gun ⚠️ #fyp,6748435417949406214,Ahmed,Thanks 🙏 for the follow and likes ❤️,0,False,https://www.tiktok.com/@ahmed2020nl/video/7070242756416785670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070242756416785670&source=h5_m,12979482,5292,19876,372,944248,7070242734917208837,7070242734917208837,72,7070242734917208837,original sound - ahmed2020nl,Ahmed,6.748435417949406e+18,Ahmed,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070242747009960709.mp3,,False,False,,,,,[],0,0,Czech Republic,#USA #white #black #joke #funny #fakegun #fyp,0,0,1,0,1,0,0,0,0,0
0,GB,7103423216567209222,1653894604,Who is it… 🥹 #fyp #viral #stayaaancomment,7076078602081879046,theboywiththegreenbeenie,"🌈🇧🇬2️⃣8️⃣♎️ MARVEL STAN 
spam acc: stayaaanlestrange",0,False,https://www.tiktok.com/@stayaaan/video/7103423216567209222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103423216567209222&source=h5_m,1752238,2,635,427,96971,7088097553489906438,7088097553489906438,72,7088097553489906438,original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",6.9263255066499e+18,LORD.xp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088097541383850758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dc2a1e2eda86a9b346b4e9884a709b0.json,False,False,Bammbreezy Montana,Look At Me (Freestyle),original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",[],0,0,Czech Republic,#fyp #viral #stayaaancomment,0,0,0,0,1,0,0,0,0,1
1,PL,7100512696386325765,1653216944,🤪💪🏻 #fitnessmotivation #bodygoalz #fitnessgirl #sportgirl,6808978198040478725,olesia__shevchuk,"Your fitness motivation 💪🏻🔥
Home & gym workouts",0,False,https://www.tiktok.com/@olesia__shevchuk/video/7100512696386325765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100512696386325765&source=h5_m,2885001,4832,9735,9263,562077,7095881487107377925,7095881487107377925,72,7095881487107377925,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0,0,Czech Republic,#fitnessmotivation #bodygoalz #fitnessgirl #sportgirl,0,0,0,0,0,0,0,0,0,0
2,MX,7072110810687917317,1646604113,Joyitas de #shein #foryou 😅,6940439403761632261,Jaqueline Jimenez,"🇲🇽MEXICANA🇲🇽 
      ✨GDL✨",0,False,https://www.tiktok.com/@jaquelinejimenez23/video/7072110810687917317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072110810687917317&source=h5_m,13712991,11482,33927,44643,2120379,6992420444032830213,6992420444032830213,72,6992420444032830213,if u used this sound you like children (Contains music from: Risa Loca TikTok Drill - CaviarFlow),"Contains music from: ""Risa Loca TikTok Drill""",6.831971148860163e+18,Travis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6992420553831369478.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a78c2b794232f19c540e7f70f9904fe2.json,False,False,CaviarFlow,Risa Loca TikTok Drill,if u used this sound you like children (Contains music from: Risa Loca TikTok Drill - CaviarFlow),"Contains music from: ""Risa Loca TikTok Drill""",[],0,0,Czech Republic,#shein #foryou,1,0,0,0,0,0,0,0,0,0
3,CZ,7090860428766579974,1650969603,SLEDUJ můj instagram SATNADY2 #czech #funnyvideos #skincare #foryoupage,6969237385789080581,satnady2,"DRUHÝ ÚČET satnady
Tater ❤️
NOVÝ instagram: satnady2",0,False,https://www.tiktok.com/@satnady2/video/7090860428766579974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090860428766579974&source=h5_m,166924,68,5,24,16529,6711176322527283201,6711176322527283201,10033,6711176322527283201,Feel Good Inc.,Gorillaz,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1ca91fdf9d8f4be48eef4f3beee1799e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53121f8db83049249bf4005ea41d11f3,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '693620735', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#czech #funnyvideos #skincare #foryoupage,0,1,0,0,0,0,0,0,0,0
4,CZ,7092802048260951302,1651421668,#CapCut výhoda vietnamce😂🤣😂 #fyp #fourkings #fourkingschannel #viral #goviral #humor #protebe #cz,6923563826403656709,HonZik🥵,"This is a sub acc, everyone😎😉!!

Follow me , don't follow don't give candy 😁",0,False,https://www.tiktok.com/@honzatran_96/video/7092802048260951302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092802048260951302&source=h5_m,489572,179,245,906,64299,7092802047623514885,7092802047623514885,24,7092802047623514885,original sound - honzatran_96,HonZik🥵,6.923563826403657e+18,HonZik🥵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092802063901494022.mp3,,False,False,,,,,[],0,0,Czech Republic,#CapCut #fyp #fourkings #fourkingschannel #viral #goviral #humor #protebe #cz,0,0,0,0,1,0,0,1,0,1
5,CZ,7073140960238079237,1646843963,Tvůj @3 ti musí koupit kafe 😅,6814723996749284357,Klára Hulmáková,"Sleduj mě na IG ❤️‍🔥⤴️
✨Děkuju za vás všech 351,6k✨
 📩klara@hulmak.cz",0,False,https://www.tiktok.com/@klarka__h/video/7073140960238079237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073140960238079237&source=h5_m,278003,510,120,246,34337,6959853789956344581,6959853789956344581,72,6959853789956344581,Coffee Number 5,Der Erzieher,6.809634280492582e+18,Der Erzieher,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990346994258610949.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b1ff2b28e477fcfbf2da6c5a02c2ebf.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,CZ,7089368640147033349,1650622268,IG: jastur.off #jasturoff #fyp #⬛️🔶,6846393584180249606,J A Š Ť U R,15K!! ❤️,0,False,https://www.tiktok.com/@jastur.off/video/7089368640147033349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089368640147033349&source=h5_m,184217,170,238,560,21927,7070178696778550022,7070178696778550022,72,7070178696778550022,original sound - _.diana.aa__,Dius🎭,7.066128879698658e+18,Dius🎭,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070178685315271429.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7750a22a1dd959159627fb5d19136c85.json,False,False,,,,,[],0,0,Czech Republic,#jasturoff #fyp #⬛️🔶,0,0,0,0,1,0,0,0,0,0
7,KZ,7102106272572427522,1653587976,23:59 ♡,7056767522465858562,over.heart,♡,0,False,https://www.tiktok.com/@over.heart/video/7102106272572427522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102106272572427522&source=h5_m,104629,64,154,725,21897,7102106251224484610,7102106251224484610,72,7102106251224484610,original sound - over.heart,over.heart,7.056767522465859e+18,over.heart,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102106258571807489.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,SK,7098745756282146053,1652805550,I love this game ❤️,6926788052211794950,tomas.coach,"Mordor Fitness
Personal training: 365 GYM - Slovakia",0,False,https://www.tiktok.com/@tomas.coach/video/7098745756282146053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098745756282146053&source=h5_m,396087,55,311,1,36673,7098745777740073733,7098745777740073733,72,7098745777740073733,original sound - tomas.coach,tomas.coach,6.926788052211795e+18,tomas.coach,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098745789890956038.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,EE,7102380841753464070,1653651914,"Интересно, а как будет эффективнее? #остеопат #неповторяйдома #больвспине",6816398986380952582,Konstantin Judin,"Остеопат
Знаю как улучшить качество жизни
Tallinn, Eesti 🇪🇪
Запись на приём👇",0,False,https://www.tiktok.com/@judinosteo/video/7102380841753464070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102380841753464070&source=h5_m,2037899,178,1439,4473,66486,7102380863946115846,7102380863946115846,72,7102380863946115846,original sound - judinosteo,Konstantin Judin,6.816398986380953e+18,Konstantin Judin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102380839597656838.mp3,,False,False,,,,,[],0,0,Czech Republic,#остеопат #неповторяйдома #больвспине,0,0,0,0,0,0,0,0,0,0
2,SG,7088133586615897345,1650334708,How to speak like an American(14)#mryangsenglish,6608161534445780993,The_Real_MrYang,"English learning made fun!
📧:908178063@qq.com
WeChat for my course: mryang155",0,False,https://www.tiktok.com/@mryang_english/video/7088133586615897345?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088133586615897345&source=h5_m,27734792,35404,80188,44287,3746537,7088133570258094850,7088133570258094850,72,7088133570258094850,original sound - mryang_english,The_Real_MrYang,6.608161534445781e+18,The_Real_MrYang,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088133545788574465.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/06549c175edace035cb09cfbd23bc4f6.json,False,False,,,,,[],0,0,Czech Republic,#mryangsenglish,0,0,0,0,0,0,0,0,0,0
3,CA,7103445520181464325,1653899799,#yhandor #woodstockontario #cooltrick #lighterhack,6757796307778339845,Rob Pellow,"Official Yhandor© TikTok Account
Ontario, Canada
yhandorsolutions@hotmail.com",0,False,https://www.tiktok.com/@yhandor/video/7103445520181464325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103445520181464325&source=h5_m,277843,371,131,386,13915,7103445454842596102,7103445454842596102,72,7103445454842596102,original sound - yhandor,Rob Pellow,6.75779630777834e+18,Rob Pellow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103445492893223686.mp3,,False,False,,,,,[],0,0,Czech Republic,#yhandor #woodstockontario #cooltrick #lighterhack,0,0,0,0,0,0,0,0,0,0
4,CZ,7101943814499175686,1653550156,Vtipné reklamy první díl 😀,6990939252729070597,Zdeněk Schöpp,Děkuji vám všem za 20 000 sledujících. 😏 A přes 700k Lajků 🙂,0,False,https://www.tiktok.com/@herci_filmy_drive_dnes/video/7101943814499175686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101943814499175686&source=h5_m,413758,120,1126,2,34940,7101943766054996742,7101943766054996742,72,7101943766054996742,original sound - herci_filmy_drive_dnes,Zdeněk Schöpp,6.990939252729071e+18,Zdeněk Schöpp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101943772501641990.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7086560610732739846,1649968469, ,6649757597267099653,Pindik,,0,False,https://www.tiktok.com/@anna_musilova/video/7086560610732739846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086560610732739846&source=h5_m,191234,100,257,0,15388,7084579392684346118,7084579392684346118,72,7084579392684346118,original sound - svbsnsnsnsmsd,Julia,6.923566581339702e+18,Julia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084579399240682245.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/502cc495eaab8809bf9da871a3dcc3d9.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,CZ,7102794776214342918,1653748282,Když vás děti musí naučit jak se to vůbec vyslovuje 🥴#shein #nakupy #sheinshopping,6821055580406531078,Eliška Repšová,"Sranda musí být, i kdyby na chleba nebylo😎",0,False,https://www.tiktok.com/@eliskarepsova/video/7102794776214342918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102794776214342918&source=h5_m,221278,246,167,132,11645,7102794762947709701,7102794762947709701,72,7102794762947709701,original sound - eliskarepsova,Eliška Repšová,6.821055580406531e+18,Eliška Repšová,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102794761970436869.mp3,,False,False,,,,,[],0,0,Czech Republic,#shein #nakupy #sheinshopping,0,0,0,0,0,0,0,0,0,0
7,JP,7101258516593151233,1653390592, ,6971777008489464834,Mr.ENIKI/エニキ,"Recommended material site here
↓↓↓↓↓↓↓↓↓↓↓",0,False,https://www.tiktok.com/@eniki1gou/video/7101258516593151233?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101258516593151233&source=h5_m,10614075,3406,1257,2281,319226,6839151901200615427,6839151901200615427,25,6839151901200615427,Mask Off - AOQER x Dogii x LonTonCosMoS,AOQER x Dogii x LonTonCosMoS,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a0a61936c4144df993a36e05e03f4b2f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f1dc4b4a91454ede863a9296d86ea55a,True,True,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,GB,7102849602373602566,1653761046,#uk#america#fyp,6936477537547699206,user7962012734693,"Sonny
Boxing/football",0,False,https://www.tiktok.com/@thereal.clipzzentox/video/7102849602373602566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102849602373602566&source=h5_m,1090057,8,775,1,113173,7102849583390198534,7102849583390198534,72,7102849583390198534,original sound - thereal.clipzzentox (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",6.936477537547699e+18,user7962012734693,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102849593528109830.mp3,,False,False,MattyBRaps,Little Bit,original sound - thereal.clipzzentox (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",[],0,0,Czech Republic,#uk#america#fyp,0,0,0,0,1,0,0,0,0,0
1,CZ,7098680531189058822,1652790360, ,6806272174405125126,anastasija🕷,"hey! love you <3
inst: anastasija.theruss
tt: kalugiiiina & nasta.the.russ_",0,False,https://www.tiktok.com/@nasta.the.russ/video/7098680531189058822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098680531189058822&source=h5_m,319473,242,214,598,48647,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
