,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_ad,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
5,US,7085434140291550510,1649706192, ,7021758274186724357,✮ DELANEY BALL ✮,"follow my ig i might be banned again :(
bay area • 17 
✮ @tiltlife ✮",0,False,https://www.tiktok.com/@delaneyball_/video/7085434140291550510?_r=1&u_code=0&region=US&mid=7085434087980190506&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085434140291550510&source=h5_t,15223985,9144,13922,35621,434327,7085434087980190506,7085434087980190506,72,7085434087980190506,original sound - ✮ DELANEY BALL ✮,✮ DELANEY BALL ✮,7.021758274186724e+18,✮ DELANEY BALL ✮,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085434126735756078.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8df51ce47516e56b623c08d700497b87.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
6,US,7086845487072038146,1650034798,He did not forgive her,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7086845487072038146?_r=1&u_code=0&region=US&mid=7056753440957303553&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086845487072038146&source=h5_t,9832569,3425,1560,29124,651650,7056753440957303553,7056753440957303553,72,7056753440957303553,original sound - Дорамы❤️💕,Дорамы❤️💕,7.011226503828571e+18,Дорамы❤️💕,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7056753416587971330.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1f459a6649c9603c0e514e11e54290e5.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
0,KH,7093776691704728859,1651648594,#🤣🙈✌️🤩reply,6640697320000192513,sreypovboxing🇰🇭🥊,មនុស្សស្រីចេះប្រដាល់មានអីមិនល្អ🥊🤟🏻😘fb:Nov srey POV)ស្រលាញ់គុនខ្មែរ🇰🇭🇰🇭,0,False,https://t.tiktok.com/i18n/share/video/7093776691704728859/?region=US&mid=7089694014085090074&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093776691704728859&source=h5_t,43981,22,5,5,6279,7089694014085090074,7089694014085090074,24,7089694014085090074,original sound - PL,PL,6.603255337293709e+18,PL,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7089694025044757274.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea77ad5b649f539c9c214660d5260326.json,False,False,,,,,[],0,0,Cambodia,#🤣🙈✌️🤩reply,0,0,0,0,0,0,0,0,0,0
1,KH,7103387014116019483,1653886171,លាក់យូហើយ_មិនចង់ឲក្មេងហើយមក្រញ៉រ🔥🀄️,6966151850173350913,ណែត_Official™️,Name Fb👇 thank you of 1.0M😊🙏,0,False,https://t.tiktok.com/i18n/share/video/7103387014116019483/?region=US&mid=6985830206288202498&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103387014116019483&source=h5_t,76084,14,4,10,8430,6985830206288202498,6985830206288202498,24,6985830206288202498,original sound - HON€🇰🇭,HON€🇰🇭,6.943766931510199e+18,HON€🇰🇭,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6985830204388363010.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dd85aaf4f23b02f5256585c3269b7312.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,US,7081179234626063659,1648715528,#GameTok #WomenOwnedBusiness #OscarsAtHome #idea #Lifetips,6914154590012113926,Fashion club,,0,False,https://t.tiktok.com/i18n/share/video/7081179234626063659/?region=US&mid=7057067346099177473&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081179234626063659&source=h5_t,13511820,1015,896,4327,588461,7057067346099177473,7057067346099177473,10033,7057067346099177473,Gatal,Janna Nick,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2fded636797742b590ec1c33868fa8be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3f00a1fa3a624cb88ab2bab9019209ec,True,True,,,,,[],0,0,Cambodia,#GameTok #WomenOwnedBusiness #OscarsAtHome #idea #Lifetips,0,0,0,0,0,0,0,0,0,0
3,KH,7085863598181960987,1649806184,ពិតជាស្រស់ស្អាតមេន😊,6539320732428943361,Cham Rath,មនុស្សចិត្តព្រះ🙏👌😘កំពង់សោមដួងចិត្តខ្ញុំ😊😘,0,False,https://t.tiktok.com/i18n/share/video/7085863598181960987/?region=US&mid=7003877580549933851&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085863598181960987&source=h5_t,62821,135,135,225,11162,7003877580549933851,7003877580549933851,24,7003877580549933851,original sound - ពូឌូ_𝗣𝗨 𝗗𝗨,ពូឌូ_𝗣𝗨 𝗗𝗨,7.00335290047167e+18,ពូឌូ_𝗣𝗨 𝗗𝗨,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7003877530302286618.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3f78bfc43ac09c82481cb0ae45093b0f.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
4,US,7070583957066272046,1646248615,Periods don't have to stop you from being active 😉 🚴🏼‍♀️ #cheekybonsai #vagtok #periods #tampons #healthlesson #learnontiktok,6786678453234287621,Cheeky Bonsai,"Sweet relief from UTIs 🧡
Now @target
Shop our products",0,False,https://t.tiktok.com/i18n/share/video/7070583957066272046/?region=US&mid=6839757506265237505&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070583957066272046&source=h5_t,23320199,6089,13813,21292,500857,6839757506265237505,6839757506265237505,10036,6839757506265237505,Radetsky March Classic Classic(829541),Yuumi Iida,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8b72898d77d7438cb015fbe997796d8e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ff44b8fcb75a4742870d06b3690bf19c,False,True,,,,,[],0,0,Cambodia,#cheekybonsai #vagtok #periods #tampons #healthlesson #learnontiktok,0,0,0,0,0,0,0,0,0,0
0,KH,7071618428829764891,1646489471,…,77400368967,Davann.k,"iG: Davann.k
Fb: kong soda vann",0,False,https://www.tiktok.com/@sodavann_kong/video/7071618428829764891?_r=1&u_code=0&region=US&mid=7067685709482085126&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071618428829764891&source=h5_t,49425,4,6,4,3075,7067685709482085126,7067685709482085126,72,7067685709482085126,original sound - isabella (Contains music from: Solid - MaSke),"Contains music from: ""Solid""",6.953338471508755e+18,isabella,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067685739110107910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c73b540275bf9a4b33480448add4c06.json,False,False,MaSke,Solid,original sound - isabella (Contains music from: Solid - MaSke),"Contains music from: ""Solid""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7093396297075477787,1651560026,😂,6868114529168606210,EīīLāy Official🌸🕊,Fb Eiilay Kong Telegram 093399919,0,False,https://www.tiktok.com/@eiilay01012002/video/7093396297075477787?_r=1&u_code=0&region=US&mid=7087456615095372571&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093396297075477787&source=h5_t,486281,73,433,539,88279,7087456615095372571,7087456615095372571,24,7087456615095372571,original sound - Ahh Oun Saa,Ahh Oun Saa,6.79184044619935e+18,Ahh Oun Saa,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087456633244142363.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b103a02d064024ef71f48b4e19318afa.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,US,7086139390174547243,1649870396,Gru has some moves! 🤣 #dizndonohues #universalstudiosorlando #universal #travelvlogger #minions #despicableme #diznvacations #ComeDanceWithMe #universalstudios,6946367844214064134,DizN with the Donohues,"Theme Park Shenanigans
⭐️Owners of DizN Vacations, LLC
WDWAP/UOAP

⬇️Plan A Trip",0,False,https://www.tiktok.com/@dizndonohues/video/7086139390174547243?_r=1&u_code=0&region=US&mid=223034590657925120&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086139390174547243&source=h5_t,5121968,3218,2821,2650,235545,223034590657925120,223034590657925120,71,223034590657925120,Boogie Fever,The Sylvers,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/63a51d30344d4603bcbc4d7352126b80,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cf522fe0a73341509d5253da29a28660,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '712935826', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,#dizndonohues #universalstudiosorlando #universal #travelvlogger #minions #despicableme #diznvacations #ComeDanceWithMe #universalstudios,0,0,0,0,0,0,0,0,0,0
3,US,7102820151417982254,1653754188,Lilac flower earrings! Available on Etsy now! #polymerclayearrings,6748592832061473798,cokiart,"Polymer Clay Earrings
Check out my Etsy store below!",0,False,https://www.tiktok.com/@cokiart/video/7102820151417982254?_r=1&u_code=0&region=US&mid=7073036425435843354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102820151417982254&source=h5_t,2110959,1139,453,779,162321,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Cambodia,#polymerclayearrings,0,0,0,0,0,0,0,0,0,0
4,DE,7101974862897450246,1653557383,❤️🧡🤍 #zeenunew #zeepruk #nunewchawarin #fyp #bl_n_stuff #photoshoot,6954770123354407941,🧡M̆̈ă̈x̆̈N̆̈ă̈t̆̈🧡,"16/ all pronouns
use Snaptik for saving videos
🏳️‍🌈❤️ fan acc",0,False,https://www.tiktok.com/@bl_n_stuff/video/7101974862897450246?_r=1&u_code=0&region=US&mid=7101974816806226693&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101974862897450246&source=h5_t,2683017,2361,3074,726,431775,7101974816806226693,7101974816806226693,72,7101974816806226693,original sound - 🧡M̆̈ă̈x̆̈N̆̈ă̈t̆̈🧡,🧡M̆̈ă̈x̆̈N̆̈ă̈t̆̈🧡,6.954770123354408e+18,🧡M̆̈ă̈x̆̈N̆̈ă̈t̆̈🧡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101974855989332741.mp3,,False,False,,,,,[],0,0,Cambodia,#zeenunew #zeepruk #nunewchawarin #fyp #bl_n_stuff #photoshoot,0,0,0,0,0,1,0,0,0,0
5,DE,7096535840741936390,1652291009,My favourite show 😭🦋🦋🦋#prettylittleliars #ezrafitz #ariamontgomery #fypシ,6920275273954984966,Netflixclips💞🌸,Just posting some clips🥹💞🌸,0,False,https://www.tiktok.com/@rosenetflixx/video/7096535840741936390?_r=1&u_code=0&region=US&mid=7033568042215017222&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096535840741936390&source=h5_t,5315328,5038,2888,1357,1049936,7033568042215017222,7033568042215017222,72,7033568042215017222,Lookmeinmyeyes (Contains music from: Could've Been (feat. Bryson Tiller) - H.E.R.),"Contains music from: ""Could've Been (feat. Bryson Tiller)""",6.901715580119369e+18,Iloveslowedmusic🧸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7033568109089344262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d8275c7b45205be4f6d470c9ac73400.json,False,False,H.E.R.,Could've Been (feat. Bryson Tiller),Lookmeinmyeyes (Contains music from: Could've Been (feat. Bryson Tiller) - H.E.R.),"Contains music from: ""Could've Been (feat. Bryson Tiller)""",[],0,0,Cambodia,#prettylittleliars #ezrafitz #ariamontgomery #fypシ,0,0,0,0,0,0,1,0,0,0
6,IT,7085693837007473925,1649766658,When your friend understands you @GIANLUCA MOLIN @giorgiayin,163485195319390208,Er.gennaro,"Italy🇮🇹
I love movies🎬

Follow me on insta👆",0,False,https://www.tiktok.com/@er.gennaro/video/7085693837007473925?_r=1&u_code=0&region=US&mid=6732318910667901702&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085693837007473925&source=h5_t,35750063,21758,22557,225169,3555719,6732318910667901702,6732318910667901702,10036,6732318910667901702,Into Your Arms (feat. Ava Max),Witt Lowry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/66a3f99d302345758fb7b5e37bb19ee6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6565c284d5d9436f8b20c0c862224c06,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390134105', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
0,KH,7102754555288489243,1653738915,❤️💕👩‍❤️‍👨,6905675731011978242,Jee Vouy,,0,False,https://www.tiktok.com/@jeevouy/video/7102754555288489243?_r=1&u_code=0&region=US&mid=7097629772284463877&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102754555288489243&source=h5_t,67488,117,46,0,16283,7097629772284463877,7097629772284463877,72,7097629772284463877,original sound - ⓢⓚⓨ🥀🌑 (Contains music from: Brazil - Hawk),"Contains music from: ""Brazil""",7.017862931947161e+18,ⓢⓚⓨ🥀🌑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097629785232624389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d6e4f67990872c0993147668b35a3f96.json,False,False,Hawk,Brazil,original sound - ⓢⓚⓨ🥀🌑 (Contains music from: Brazil - Hawk),"Contains music from: ""Brazil""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7098995610497355035,1652863718,ក្ដីសុខ😍❤️@meng_sive7777,6801280080209658881,ZeYy Pov ♥️,💜Fb Pov Italy💜,0,False,https://www.tiktok.com/@ahpov509/video/7098995610497355035?_r=1&u_code=0&region=US&mid=7057041709368216346&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098995610497355035&source=h5_t,64573,11,29,1,14025,7057041709368216346,7057041709368216346,24,7057041709368216346,original sound - 100°C❤️,100°C❤️,7.051260746386507e+18,100°C❤️,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7057041708260789019.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b6a90296b248fe3e92615ed79028027.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,KH,7102733387361684762,1653733986,#ចេះតែកាត់លេងទេព្រោះគ្មានអីកាត់✌️😌 #alightmotion #alightmotion_edit #viral #fyp #fypシ #xyzbca,6874504999998718978,𝐑ᴀ||•𝐄ᴅɪᴛ√,,0,False,https://www.tiktok.com/@ra___x_boy/video/7102733387361684762?_r=1&u_code=0&region=US&mid=7100077156524411674&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102733387361684762&source=h5_t,141156,29,61,217,20611,7100077156524411674,7100077156524411674,24,7100077156524411674,original sound - ប្រូ តាក់ 320 BL,ប្រូ តាក់ 320 BL,6.953186823628703e+18,ប្រូ តាក់ 320 BL,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100077191785892635.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/59e646950a9bebadac2f68601510f519.json,False,False,,,,,[],0,0,Cambodia,#ចេះតែកាត់លេងទេព្រោះគ្មានអីកាត់✌️😌 #alightmotion #alightmotion_edit #viral #fyp #fypシ #xyzbca,0,0,0,0,0,1,1,0,0,1
3,US,7101356104529251630,1653413314,CHEESY BIRRA PIZZA PIE! 🧀🍕🔥 @Moho Mexican Grill #nyc #birria #pizza #cheesy #newyorkcity #food #tiktokfood #5boroughfoodie,6885845156370220038,5boroughfoodie,"🍴The BEST food in NYC & beyond!🗽
📷 @5boroughfoodie
all original content
📍NYC",0,False,https://www.tiktok.com/@5boroughfoodie/video/7101356104529251630?_r=1&u_code=0&region=US&mid=7086243240151649030&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101356104529251630&source=h5_t,6238146,845,1743,2164,250095,7086243240151649030,7086243240151649030,72,7086243240151649030,original sound - sped up audios :) (Contains music from: Drowning (feat. Kodak Black) - A Boogie Wit da Hoodie),"Contains music from: ""Drowning (feat. Kodak Black)""",7.081368189465019e+18,sped up audios :),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086243253779417861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a67f65622fc1650b3e3e7d3324bc0620.json,False,False,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),original sound - sped up audios :) (Contains music from: Drowning (feat. Kodak Black) - A Boogie Wit da Hoodie),"Contains music from: ""Drowning (feat. Kodak Black)""",[],0,0,Cambodia,#nyc #birria #pizza #cheesy #newyorkcity #food #tiktokfood #5boroughfoodie,0,0,0,0,0,0,0,0,0,0
0,KH,7101174104660692250,1653370938,#fyp #fyp 🥺💔,6921640256560743426,🍁B O Y D A 🍁(:,,0,False,https://t.tiktok.com/i18n/share/video/7101174104660692250/?region=US&mid=7100266567274990338&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101174104660692250&source=h5_t,609653,627,764,1842,139940,7100266567274990338,7100266567274990338,24,7100266567274990338,original sound - Micky,Micky,6.642664328582693e+18,Micky,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100266563667774209.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cfd46a6c3182cbb9c277088251e2562f.json,False,False,,,,,[],0,0,Cambodia,#fyp #fyp,0,0,0,0,0,2,0,0,0,0
1,KH,7093737538925415706,1651639478,ងាប់ឈរ 🤣 @giibella,6802589845572764673,William Sathya,មិនប្លែក មិនយកលុយ🤣😜,0,False,https://t.tiktok.com/i18n/share/video/7093737538925415706/?region=US&mid=7093737519514176282&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093737538925415706&source=h5_t,299265,54,144,125,46337,7093737519514176282,7093737519514176282,24,7093737519514176282,original sound - William Sathya,William Sathya,6.802589845572765e+18,William Sathya,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7093737538610875162.mp3,,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,US,7090188445125102894,1650813140,#onlyinmycalvins #nail #toknails #TalkingTree #gelnails #drynailpolish #nailzkatkat #nailart #polishnail #nailtiktok #fyp,7065638983834371118,Shield Secret,https://shieldsecret.com/collections/nail,0,False,https://t.tiktok.com/i18n/share/video/7090188445125102894/?region=US&mid=6757872045364627457&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090188445125102894&source=h5_t,16932661,4274,9489,68609,1148607,6757872045364627457,6757872045364627457,10033,6757872045364627457,Diamonds,Diamonds,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/065d38c0dd814ac3b45ec171a1d84664,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce617184e96047829c4a97f2ce99c290,False,True,,,,,[],0,0,Cambodia,#onlyinmycalvins #nail #toknails #TalkingTree #gelnails #drynailpolish #nailzkatkat #nailart #polishnail #nailtiktok #fyp,0,0,0,0,0,1,0,0,0,0
3,DE,7083192041844247814,1649184163,#kleide05🇧🇷❤🇩🇪 #comédia #fypシ,6815983162545161221,Kleide #🇧🇷❤🇩🇪,"Comédia 🤡
Humor 🤣
Dança 💃 
É tudo uma brincadeira vem rir 
#Kleide05🇧🇷❤🇩🇪",0,False,https://t.tiktok.com/i18n/share/video/7083192041844247814/?region=US&mid=6923323723051256581&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083192041844247814&source=h5_t,14884576,1646,68053,8895,57471,6923323723051256581,6923323723051256581,72,6923323723051256581,original sound - Miajay (Contains music from: Baby Girl - Dendro),"Contains music from: ""Baby Girl""",6.82387459704742e+18,Miajay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6991111762879810310.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f10b90911df91978b112f5f35c4a3167.json,False,False,Dendro,Baby Girl,original sound - Miajay (Contains music from: Baby Girl - Dendro),"Contains music from: ""Baby Girl""",[],0,0,Cambodia,#kleide05🇧🇷❤🇩🇪 #comédia #fypシ,0,0,0,0,0,0,1,0,0,0
