,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_satisfying,hash_tiktok,hash_viral
2,BE,7078305136677752070,1648046342,"My take on anime, who’s next ? #anime #drawingchallenge #itachiuchiha #narutoart #drawing #sketchbookart #itachi #akatsuki #mangaart #manga #naruto",6670043272235679749,thomas letor,"Grab your sketchbook
info@thomasletor.com
Get my drawing e-book👇🏼fr/en/pt",0,False,https://www.tiktok.com/@thomasletor/video/7078305136677752070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078305136677752070&source=h5_m,30022494,25255,67840,95668,4331900,6943092521128740866,6943092521128740866,10033,6943092521128740866,Akatsuki,Ambassador,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ed6adee55ecb443ab84f5e091ec308c2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9f415eeeb5f7488ba14af43fde9d54b5,False,True,,,,,[],0,0,French Guiana,#anime #drawingchallenge #itachiuchiha #narutoart #drawing #sketchbookart #itachi #akatsuki #mangaart #manga #naruto,0,0,0,0,0,0,0,0,0,0
3,GB,7081291916247125253,1648741755,The ending got me surprised!,6711721368502830086,MomentsGang™,"The Videos You Want To See!
TikTok@MomentsTEAM.com
Shop the products below! 👇",0,False,https://www.tiktok.com/@momentsgang/video/7081291916247125253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081291916247125253&source=h5_m,28841361,4566,13183,57993,662151,7081291902750182149,7081291902750182149,72,7081291902750182149,original sound - momentsgang,MomentsGang™,6.71172136850283e+18,MomentsGang™,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081291921742564101.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/561d8110071240c189b2f36c53dff083.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
4,IT,7090224247410412806,1650821477,#ismaeldimourinho #cotedivoire #tiktokmassala #tiktokcotedivoire @t.ismael.di.mourinho 💪🏾🙏🏻,6961832197578474502,T.I.D.M💪🏾👑,"Obiettivo 500k iscritti
 Paese di residenza (Italia)🇮🇹 🇨🇮💪🏾🙏🏻",0,False,https://www.tiktok.com/@t.ismael.di.mourinho/video/7090224247410412806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090224247410412806&source=h5_m,1752904,46,110,1194,15326,7090224229878795013,7090224229878795013,72,7090224229878795013,original sound - t.ismael.di.mourinho (Contains music from: Helping Tech - Anup Kushwaha),"Contains music from: ""Helping Tech""",6.961832197578474e+18,T.I.D.M💪🏾👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090224226598259461.mp3,,False,False,Anup Kushwaha,Helping Tech,original sound - t.ismael.di.mourinho (Contains music from: Helping Tech - Anup Kushwaha),"Contains music from: ""Helping Tech""",[],0,0,French Guiana,#ismaeldimourinho #cotedivoire #tiktokmassala #tiktokcotedivoire,0,0,0,0,0,0,0,0,0,0
5,JP,7085298598958664961,1649674635,@noelgoescrazy の動画を#リミックス #ロン毛男子 #ロングヘア #longhair #longhairmen,6905362417062183937,Dali / だり,"Japan🇯🇵
man/男
↓お手紙等はこちらを参照↓",0,False,https://www.tiktok.com/@whiteday_314/video/7085298598958664961?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085298598958664961&source=h5_m,50798852,77541,71366,103701,6988487,7085298588049361666,7085298588049361666,24,7085298588049361666,original sound - whiteday_314 (Contains music from: Me Voy a Matar - wiiii),"Contains music from: ""Me Voy a Matar""",6.905362417062184e+18,Dali / だり,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085298605493340930.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/73a1b331cb92b41142bfd3401c921265.json,False,False,wiiii,Me Voy a Matar,original sound - whiteday_314 (Contains music from: Me Voy a Matar - wiiii),"Contains music from: ""Me Voy a Matar""",[],0,0,French Guiana,#リミックス #ロン毛男子 #ロングヘア #longhair #longhairmen,0,0,0,0,0,0,0,0,0,0
6,US,7099501414111628587,1652981485,Now the fun part… We go to work. #ManInBlack #BlackAdam⚡️ 10.21.22 ⚡️,6745191554350760966,The Rock,CEO of #RockTok,0,False,https://www.tiktok.com/@therock/video/7099501414111628587?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099501414111628587&source=h5_m,18054580,18440,13291,14431,2611635,7099501338173721387,7099501338173721387,72,7099501338173721387,original sound - therock (Contains music from: Wolf Totem - The HU),"Contains music from: ""Wolf Totem""",6.745191554350761e+18,The Rock,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099501398320204590.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c167a52d4a04e50be0b5454f252615f4.json,False,False,The HU,Wolf Totem,original sound - therock (Contains music from: Wolf Totem - The HU),"Contains music from: ""Wolf Totem""",[],0,0,French Guiana,#ManInBlack #BlackAdam⚡️,0,0,0,0,0,0,0,0,0,0
7,FR,7072698205061926150,1646740877,Meilleure collaboration de l’année wesh 💯 #pourtoi,6759944156481766406,knz,"j'aime bien créer des trucs
REGARDE ICI ⬇️",0,False,https://www.tiktok.com/@knz.tv/video/7072698205061926150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072698205061926150&source=h5_m,5449731,1648,420,331,740353,7072698162263837445,7072698162263837445,72,7072698162263837445,original sound - knz.tv,knz,6.759944156481766e+18,knz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072698188183898885.mp3,,False,False,,,,,[],0,0,French Guiana,#pourtoi,0,0,0,0,0,0,1,0,0,0
0,FR,7094987171823635718,1651930431,Baisse ta culotte c’est moi qui pilote ! @apikejacos,6599289397810593798,apikejacos,"Un sourire, un j’aime un partage c’est gratuit 🤪
Je réponds sur instagram",0,False,https://www.tiktok.com/@apikejacos/video/7094987171823635718?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094987171823635718&source=h5_m,1090639,227,2230,237,50743,7057213702919015173,7057213702919015173,72,7057213702919015173,original sound - mrrrtom,Mrrr Tom,6.901030270196729e+18,Mrrr Tom,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057213725681634054.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7620a7f00720d978688bf752da970726.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
1,KR,7086469522487577857,1649947262,#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,6869286989888406529,원정맨 WonJeong,"🇰🇷 Korean 🇰🇷
 ▼ MAMAAAA ▼
SOONENT
🔽 원정맨 클래스 🔽",0,False,https://www.tiktok.com/@ox_zung/video/7086469522487577857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086469522487577857&source=h5_m,24488508,2143,1117,5492,883378,7086469520210004737,7086469520210004737,24,7086469520210004737,original sound - ox_zung,원정맨 WonJeong,6.869286989888407e+18,원정맨 WonJeong,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086469489881107201.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/63dc1311a52696f6d037c2a6dba1c7d5.json,False,False,,,,,[],0,0,French Guiana,#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,0,0,0,1,0,0,0,0,0,1
2,FR,7101262586917719301,1653391542,"Répondre à @kceebillionz  Guys, your support for my choreo is incredible ❤️ Thank you 🤗 #jumprope #cordeasauter #fyp #afrobeats #fitnessmotivation",233263443817160704,Mimi YOU,"🤎 325K 🤎
Jump Rope Enthusiast 
Follow me on Instagram @mimiyouu",0,False,https://www.tiktok.com/@mimiyouu/video/7101262586917719301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101262586917719301&source=h5_m,1375963,5069,5163,279,159475,7060633760082511873,7060633760082511873,10033,7060633760082511873,Calm Down,Rema,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c949a9d3160540c29454422944a94d51,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/497d133b3a174fafb9ec5667c6eb23bb,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1612872897', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#jumprope #cordeasauter #fyp #afrobeats #fitnessmotivation,0,0,0,1,0,0,0,0,0,0
3,FR,7086780076137647366,1650019568,#astro #astrologie #astrology #sign #signeastro #astrosign #signeastrologique #astrologysign #astres #zodiac #fypシ,3517880,Thalie,"NAMASTE BITCHES
IG : mme.wolfie 
twitch.tv/wolfiethalie",0,False,https://www.tiktok.com/@mmewolfie/video/7086780076137647366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086780076137647366&source=h5_m,879107,1232,1291,7,83663,7026404411233291014,7026404411233291014,72,7026404411233291014,original sound - brunokinder,Bruno,2.1590183328494797e+17,Bruno,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7026404453502798597.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ae5668c0130f984794e536f920db00a.json,False,False,,,,,[],0,0,French Guiana,#astro #astrologie #astrology #sign #signeastro #astrosign #signeastrologique #astrologysign #astres #zodiac #fypシ,0,0,0,0,1,0,0,0,0,0
4,US,7092866923075063083,1651436771,This is actually amazing 😳 #iphonetrick #iphonetricks #iphonetips,6802342281783231493,aakaanksh,"☝🏼life hacks and Tech tips☝🏼
can we get to 5 mil?
kaansanity@undercurrent.net",0,False,https://www.tiktok.com/@kaansanity/video/7092866923075063083?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092866923075063083&source=h5_m,1091478,522,7929,3308,43665,7092866894004325163,7092866894004325163,72,7092866894004325163,original sound - kaansanity,aakaanksh,6.802342281783231e+18,aakaanksh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092866915860892459.mp3,,False,False,,,,,[],0,0,French Guiana,#iphonetrick #iphonetricks #iphonetips,0,0,0,0,0,0,0,0,0,0
5,FR,7102835889637690629,1653757854,Envoie lui ca orrhhhh #foryou #fypシ,6977691109800592390,The Big R 👑,"🤴🐀 
IG: Don_folga
Rejoins le discord de la teamRat pour être à l’affût 0€
⬇️",0,False,https://www.tiktok.com/@ange_chvro/video/7102835889637690629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102835889637690629&source=h5_m,169753,750,965,0,16197,7069045214781967110,7069045214781967110,72,7069045214781967110,rover,sped audios <3,7.068961238521759e+18,sped audios <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069045187401648902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6ab84637e8d34f003e9842206b482a0b.json,False,False,,,,,[],0,0,French Guiana,#foryou #fypシ,1,0,0,0,1,0,0,0,0,0
6,US,7103513833704262958,1653915701,Ok so I tried to tell her snakes don’t go on walks but she is a gangster granny lol next she will want to do the #pepsiApplePieChallenge #funny #tiktok  #snake #walking #hahaha #granny @Ross Smith,6699542567460389894,Jay Brewer,"Sub to my YouTube for even more animal fun, see you here on TikTok tomorrow 🤗🙌",0,False,https://www.tiktok.com/@jayprehistoricpets/video/7103513833704262958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103513833704262958&source=h5_m,648056,268,221,19,39968,6769046027488987137,6769046027488987137,10036,6769046027488987137,FEEL THE GROOVE,"Queens Road, Fabian Graetz",,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728c6089a88144adac2e7a4bfb8c9e05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/524d6c6ad91744c8918cdb7ea04e3adc,False,True,,,,,[],1683439005981702,0,French Guiana,#pepsiApplePieChallenge #funny #tiktok #snake #walking #hahaha #granny,0,0,1,0,0,0,0,0,1,0
0,US,7087254148613262634,1650129946,"65 days pregnant, they should be here any day!! #pregnantcat #babymomma #soclose #PassTheBIC #pregnantcatsoftiktok #pregnantmomma #fyp #kittensoftiktok #8weekspregnant",6778657141949498373,Emily Suchar,,0,False,https://www.tiktok.com/@emilysuchar/video/7087254148613262634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087254148613262634&source=h5_m,16345600,26338,53379,35444,3699199,6920684604005403398,6920684604005403398,72,6920684604005403398,"BEE GEES VS 50 cent (Contains music from: Stayin' Alive - From ""Saturday Night Fever"" Soundtrack - Bee Gees)","Contains music from: ""Stayin' Alive - From ""Saturday Night Fever"" Soundtrack""",6.873252360446166e+18,EZ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990286175609146114.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/65f57edfab659477b10db10049db9f83.json,False,False,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","BEE GEES VS 50 cent (Contains music from: Stayin' Alive - From ""Saturday Night Fever"" Soundtrack - Bee Gees)","Contains music from: ""Stayin' Alive - From ""Saturday Night Fever"" Soundtrack""",[],0,0,French Guiana,#pregnantcat #babymomma #soclose #PassTheBIC #pregnantcatsoftiktok #pregnantmomma #fyp #kittensoftiktok #8weekspregnant,0,0,0,1,0,0,0,0,0,0
1,GB,7102187921553345798,1653606989,Reply to @thala...tho #foryou #allah #shahinurislam619 #ghost,7002088621293470725,shahinurislam0022,"Thank you for following
warning this video only 18 +",0,False,https://www.tiktok.com/@shahinurislam0022/video/7102187921553345798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102187921553345798&source=h5_m,6020263,828,444,1569,105122,6709400108603049986,6709400108603049986,10033,6709400108603049986,Dead Silence,Alx beats,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/53926d82d6784f4182b9c0260f640109,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/be1dbbabeff9409ab165b6fcc7f7a04e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1167048408', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#foryou #allah #shahinurislam619 #ghost,1,0,0,0,0,0,0,0,0,0
2,GB,7072678391501180165,1646736265,How about two ramps 😂,6817445128426800134,Becky Giles,"HGV Driver 🐂
23
Instagram becky_giles16",0,False,https://www.tiktok.com/@beckygiles/video/7072678391501180165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072678391501180165&source=h5_m,113718212,8784,8681,49007,4810978,6721836954511476738,6721836954511476738,10033,6721836954511476738,Dance Monkey,Tones And I,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/49cbca21603c43ff885f4dbae04986c3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9d83c509e71e4e8a82cb8cbc77fc620e,False,True,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
3,GB,7099861053474934022,1653065221,Dover Sole Meunière 🤌🏽 #fish #EasyRecipe #EasyRecipes #tiktokchef #asmrfood #FoodTok #cooktok #doversole #french #tiktokkitchen #homechef #homecook #dinnerwithme,6747676715488117765,Notorious Foodie,"👅 I like to cook 🤷🏽‍♂️
🍔 Instagram: @notorious_foodie",0,False,https://www.tiktok.com/@notorious_foodie/video/7099861053474934022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099861053474934022&source=h5_m,12967546,4315,8040,11201,526120,6929151351410657281,6929151351410657281,10033,6929151351410657281,Jenkins: Palladio - 1. Allegretto (arr. for Strings Orchestra),Karl Jenkins & Carmine Lauri & David Alberman & London Symphony Orchestra,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/687d9ccfe83f46fe93a191025a6290cf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a710381cd5174916904c2658cc44459d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1447108419', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#fish #EasyRecipe #EasyRecipes #tiktokchef #asmrfood #FoodTok #cooktok #doversole #french #tiktokkitchen #homechef #homecook #dinnerwithme,0,0,0,0,0,0,0,0,0,0
4,US,7102845095182945582,1653759996, ,6959933543171507205,Ted.life.hacks,"Wonderful ideas🧠🧠

Life's Little Helper🦾🦾

Follow me now!👀👀👀",0,False,https://www.tiktok.com/@ted.life.hacks/video/7102845095182945582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102845095182945582&source=h5_m,2280048,129,146,1613,67105,7078357138325736234,7078357138325736234,72,7078357138325736234,original sound - zack.axewell,Zack max,7.067730012935095e+18,Zack max,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078357161369144110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea0fc00e775eb952828396d25d740ca2.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,TR,7089851063435545857,1650734588,Pov ? (Kaç yaşındasınız ?) #fyp #slowmo #rkfc,6539375127849604111,Kadir yağmur,"İnstagram (rain.kadir) ❤️
📥Rainkadirx@gmail.com          
RKFC👽",0,False,https://www.tiktok.com/@rainkadir/video/7089851063435545857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089851063435545857&source=h5_m,17546790,1155,5513,73230,673220,7001895359752506114,7001895359752506114,72,7001895359752506114,original sound - mehmetomn,Mehmet,6.666180649949839e+18,Mehmet,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7001894473026276097.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f2a2fc1c6c4a48b08eafddcc2d5cadfa.json,False,False,,,,,[],0,0,French Guiana,#fyp #slowmo #rkfc,0,0,0,1,0,0,0,0,0,0
6,IT,7072063923326930182,1646593196,You make it right ❤️,6680064953347621894,Arnaldo Mangini,"Smile Factory 😃
📩 arnaldomangini@weareera.com 📩",0,False,https://www.tiktok.com/@arnaldomangini/video/7072063923326930182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072063923326930182&source=h5_m,7325240,2630,2778,32921,481855,6890178883535047426,6890178883535047426,73,6890178883535047426,Original Sound,Unknown,,,False,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6890178817298549505.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f430f343a574ec4bc927a4cb4f821798.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
7,TH,7099649556396199194,1653015976,ใครเอาเม็ดเเมงลักมาเล่นในนาข้าว? บ้านนอกเท่านั้นที่รู้ว่ามันคืออะไร?  🐸 #ช่องโอเล่ #TikTokUni #สอนให้รู้ว่า,6889390711255368706,OLE' CH,"งาน/Line: mizuoya
 ซื้อใน Tiktok   ลด 100฿  + ส่งฟรี(กดที่ตะกร้า)
สั่งยาสีฟัน 👇",0,False,https://www.tiktok.com/@oleeo_ch/video/7099649556396199194?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099649556396199194&source=h5_m,14381882,1250,456,2059,404221,6481095060535380749,6481095060535380749,22,6481095060535380749,Main Titles,Charlie Clouser,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7ac011c6c4c84052a2a8e6bc5c3eee3e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aeaac8ce696f4970b69284c74f44675f,False,True,,,,,[],0,0,French Guiana,#ช่องโอเล่ #TikTokUni #สอนให้รู้ว่า,0,0,0,0,0,0,0,0,0,0
0,US,7075481115686882602,1647388823, ,6770811947673404422,Spicy Cam,"Spice King
Spicyycam@gmail.com (Personal)
Spicyycam@carter-agency.com (Inquires)",0,False,https://www.tiktok.com/@spicyycam_/video/7075481115686882602?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075481115686882602&source=h5_m,15978584,9553,3051,2656,964058,7075481094585387822,7075481094585387822,72,7075481094585387822,original sound - spicyycam_,Spicy Cam,6.770811947673404e+18,Spicy Cam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075481122025376558.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2ca041ad5d085cfb9602286c35780023.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
