,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_pov,hash_trending,hash_viral,hash_xyzbca
2,GB,7094647594508438790,1651851368,#foryou #fyp #movie,7023825595109458949,Movie 🎥,"👆🏻👆🏻👆🏻👆🏻👆🏻
Thank you for your attention.",0,False,https://www.tiktok.com/@creddstzhk57/video/7094647594508438790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094647594508438790&source=h5_m,1272945,233,85,339,136618,6754855767905421314,6754855767905421314,10033,6754855767905421314,Silence 1 Minute,"Silent Meditation, No Sound Pause Breaks",,,False,True,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/367983515686405fbbca3610609173ef?x-expires=1653982931&x-signature=tRm8ViTspcKetNrAhO%2F55SObGLI%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '478202864', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#foryou #fyp #movie,0,1,0,0,1,0,0,0,0,0
3,DE,7077498346855861510,1647858497,#👌🏼👌🏼 #😍😍 #pamela2466,6793212883402228741,Pamela’s entertainment 🎥😂😔,"Like and follow for more 
I am the best entertainment 📽",0,False,https://www.tiktok.com/@pamela2466/video/7077498346855861510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077498346855861510&source=h5_m,4872227,2664,32818,139,122386,7077498319802469125,7077498319802469125,72,7077498319802469125,original sound - pamela2466,Pamela’s entertainment 🎥😂😔,6.793212883402229e+18,Pamela’s entertainment 🎥😂😔,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077498333765438213.mp3,,False,False,,,,,[],0,0,Jersey,#👌🏼👌🏼 #😍😍 #pamela2466,0,0,0,0,0,0,0,0,0,0
4,GB,7078001070680689925,1647975546,did you know about this rule? #retail #retailproblems #customerservice #fyp #foryou,6735882598855869446,Holly Laing 🌦🧞‍♂️,"🛸 INSTA: @HOLLY.LAING 🍒
YOUTUBE: HOLLY LAING
holly.laing@outreachagency.co.uk",0,False,https://www.tiktok.com/@holly_laing/video/7078001070680689925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078001070680689925&source=h5_m,1143792,322,81,176,166523,7078001063592348421,7078001063592348421,72,7078001063592348421,original sound - holly_laing,Holly Laing 🌦🧞‍♂️,6.735882598855869e+18,Holly Laing 🌦🧞‍♂️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078001082315918085.mp3,,False,False,,,,,[],0,0,Jersey,#retail #retailproblems #customerservice #fyp #foryou,0,1,0,0,1,0,0,0,0,0
5,SA,7102810240751635713,1653751881,every hijabi’s worst nightmare,6843822249231123461,farah,make someone’s day today,0,False,https://www.tiktok.com/@hippiearab/video/7102810240751635713?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102810240751635713&source=h5_m,1396468,644,486,16,280651,7102810226172201730,7102810226172201730,72,7102810226172201730,original sound - hippiearab,farah,6.843822249231123e+18,farah,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102810214759844609.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
6,US,7071792588423957802,1646530021,Tik tok help please. #bengal #cat #fyp #foryou,6813411019479368709,Taylor Bartel,"Just a girl and her cats, oh and wood.",0,False,https://www.tiktok.com/@taylorbartel/video/7071792588423957802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071792588423957802&source=h5_m,2941542,734,599,156,314466,7071792574041787179,7071792574041787179,72,7071792574041787179,original sound - taylorbartel,Taylor Bartel,6.813411019479369e+18,Taylor Bartel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071792582564793134.mp3,,False,False,,,,,[],0,0,Jersey,#bengal #cat #fyp #foryou,0,1,0,0,1,0,0,0,0,0
7,US,7075064236669455662,1647291760,Reply to @random...things._.123  Always surprised by what they’ll spend on mystery bags #mysterybags #classactivity #classreward #classroommanagement #auction #teaching #school,6784481951244911622,Pam,"I teach 3rd 👩🏼‍🏫
💌 3701-A S Harvard #128 Tulsa OK 74135
mspamacake@gmail.com",0,False,https://www.tiktok.com/@pam_a_cake/video/7075064236669455662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075064236669455662&source=h5_m,4205272,3361,573,584,552773,7075064238699580206,7075064238699580206,72,7075064238699580206,original sound - pam_a_cake,Pam,6.784481951244912e+18,Pam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075064245536312107.mp3,,False,False,,,,,[],0,0,Jersey,#mysterybags #classactivity #classreward #classroommanagement #auction #teaching #school,0,0,0,0,0,0,0,0,0,0
0,GB,7079380269031050501,1648296666,Npc glitched through the map,7012627497599747077,EVER SINCE,"This page is for Skating,fashion and chaotic content so stick around",0,False,https://www.tiktok.com/@99s1ime/video/7079380269031050501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079380269031050501&source=h5_m,718640,1096,781,890,52102,6780285433650612226,6780285433650612226,10033,6780285433650612226,Amityville Horror - Scary Halloween Sound Effects,Halloween Sound Effects,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c2da166656994c209450f659f33e7f54,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0c7c7e91b4e345de996de7c14b6fca38,False,True,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
1,US,7096541236261178666,1652292266,I couldn’t believe it,6945986972901737477,Thetreadmillguy,Business: devyn@devvmedia.com,0,False,https://www.tiktok.com/@thetreadmillguy/video/7096541236261178666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096541236261178666&source=h5_m,807237,200,20,83,27182,7058365144887364399,7058365144887364399,10036,7058365144887364399,cinderella's dead,EMELINE,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4278d2f3084d4caf9ab0c396401fd8e3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/933705ebca7f407e97ef321b60f39310,False,True,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
2,GB,7097261646619479301,1652459999,😭 #superwog #funny,6986362520160928773,superwog.quotes,"Superwog 
100k 🎉🥳
Follow @11.szn",0,False,https://www.tiktok.com/@superwog.quotes/video/7097261646619479301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097261646619479301&source=h5_m,1123012,166,177,863,114927,6964785562949093377,6964785562949093377,10033,6964785562949093377,Polozhenie - Izzamuzzic Remix,Скриптонит,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/261416699b6e41c9817bf879750696b6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f58299ebc28a480e8aeed7580009e2b9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1568740601', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#superwog #funny,0,0,0,1,0,0,0,0,0,0
3,GB,7092109818168626438,1651260495,Take off my makeup with meee #takeoffmymakeupwithme #makeupremoval,6810826482345509894,Sarah New,"Shapeshifter
Email- sarah@undertheinfluencelondon.com",0,False,https://www.tiktok.com/@sarahnewsfx/video/7092109818168626438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092109818168626438&source=h5_m,146524,61,16,35,21739,6917464269244073985,6917464269244073985,10033,6917464269244073985,I Like,Guy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/082ab3422f5f46808b7867acac200c85,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1423913fb5914a67855a22650c1779bd,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1452813664', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#takeoffmymakeupwithme #makeupremoval,0,0,0,0,0,0,0,0,0,0
4,GB,7087662057599896837,1650224920,Reply to @teejayy189 PART 1 here: @tomwellywells #spraypaintart #subaru #car #city #custom #art,6848354199895622662,TomWellyWells | Spray Artist |,"Spray paint artist🎨
CEO of the STICKAAYY😎
👇🏼Order your custom painting👇🏼",0,False,https://www.tiktok.com/@tomwellywells/video/7087662057599896837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087662057599896837&source=h5_m,1046918,384,162,332,93942,7039358292132367109,7039358292132367109,10036,7039358292132367109,Tom's Diner,AnnenMayKantereit & Giant Rooks,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a7ac14e3658340eb8a54bac83aee0fc9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/00df4bc0c0a64c0abbd9f0eb4fc8f3ac,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1469197651', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#spraypaintart #subaru #car #city #custom #art,0,0,0,0,0,0,0,0,0,0
5,GB,7078417743476706566,1648072560,Some jo Anne content for you #mum #holiday #foryou #funny #fyp,6781820812124292102,🕺🏽,"Enquiries- willpadleylloyd15@icloud.com
Tech house/techno
Terroring my mum daily",0,False,https://www.tiktok.com/@lloydy52/video/7078417743476706566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078417743476706566&source=h5_m,3206455,4290,6072,1,402362,7078417730193443589,7078417730193443589,72,7078417730193443589,original sound - lloydy52,🕺🏽,6.781820812124292e+18,🕺🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078417729274792709.mp3,,False,False,,,,,[],0,0,Jersey,#mum #holiday #foryou #funny #fyp,0,1,0,1,1,0,0,0,0,0
6,GB,7103633439999462661,1653943547,A classic… with a twist✌🏾🍭 DC: @perri.kiely,7018548061999891462,Diversity,,0,False,https://www.tiktok.com/@diversityofficial/video/7103633439999462661?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103633439999462661&source=h5_m,110204,106,82,72,11710,6572837426438343430,6572837426438343430,73,6572837426438343430,Original Sound,Unknown,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1604696637287430.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d31345c75edffebe7ac46872dedd9ddc.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
7,US,7077026559911038250,1647748650,Hello everyone w/@Meg Reily,8009410,Aaron Doh,"Snap me!! - AaronDoh

business email:
Aarondohbusiness@gmail.com",0,False,https://www.tiktok.com/@aarondoh/video/7077026559911038250?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077026559911038250&source=h5_m,623919,350,1051,144,77694,7077026550100642602,7077026550100642602,72,7077026550100642602,original sound - aarondoh,Aaron Doh,8009410.0,Aaron Doh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077026577598499630.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
0,IT,7085284122033245446,1649671264, ,6825955517942039558,Manuel Mercuri,"🇮🇹Italian
Thanks for 20 M❤️
#mercuri_88 #dotheface
⬇️DO THE FACE | OUT NOW!⬇️",0,False,https://www.tiktok.com/@mercuri_88/video/7085284122033245446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085284122033245446&source=h5_m,6104535,2560,5805,20703,651424,6922879936273320709,6922879936273320709,72,6922879936273320709,original sound - mrhamilton,Casey Hamilton,6.720067487428396e+18,Casey Hamilton,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6922879940761471749.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dcfff6db9f1cf8ce5e63047ef02e11b9.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
1,GB,7098044502396439814,1652642272,iPhone Disabled for 19 yearsssss….. #iphone #fyp #locked #19monthsold #canyoubeatthis #apple #marczuckerberg #facebook #iphone5,6806651509137605637,Sean Evans,My money don’t jiggle jiggle it folds 🤌🏻💰,0,False,https://www.tiktok.com/@seanevans123/video/7098044502396439814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098044502396439814&source=h5_m,176179,230,83,69,11002,7098044485154704133,7098044485154704133,72,7098044485154704133,original sound - seanevans123,Sean Evans,6.806651509137606e+18,Sean Evans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098044501075168005.mp3,,False,False,,,,,[],0,0,Jersey,#iphone #fyp #locked #19monthsold #canyoubeatthis #apple #marczuckerberg #facebook #iphone5,0,0,0,0,1,0,0,0,0,0
2,CA,7085527563921034502,1649727944,Late to this trend🤫 #language #english #francais #italian #romanian #latino #spanish #latin #greek #canada #fyp #quebec #didyouknow,6646885707234476038,SALINA,I think I’m hilarious,0,False,https://www.tiktok.com/@salinasauro/video/7085527563921034502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085527563921034502&source=h5_m,942541,1316,60,278,127050,7032285220602678022,7032285220602678022,72,7032285220602678022,Melisa (Contains music from: Si Te Sabes El TikTok Baila 22 - Dj Morant),"Contains music from: ""Si Te Sabes El TikTok Baila 22""",7.019245133335234e+18,🇧🇦🇷🇺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7032285312093113093.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed0a9b7e11cb87d497263752e387b414.json,False,False,Dj Morant,Si Te Sabes El TikTok Baila 22,Melisa (Contains music from: Si Te Sabes El TikTok Baila 22 - Dj Morant),"Contains music from: ""Si Te Sabes El TikTok Baila 22""",[],0,0,Jersey,#language #english #francais #italian #romanian #latino #spanish #latin #greek #canada #fyp #quebec #didyouknow,0,0,0,0,1,0,0,0,0,0
3,GB,7080560071582682374,1648571359,Playing Montero by ear @lil nas x #montero #callmebyyourname #fyp #perfectpitchinpublic,6920597676569560065,giannicanettimusic,"Enquiries: contact@giannicanetti.com
Check out my music
⤵️⤵️⤵️⤵️⤵️",0,False,https://www.tiktok.com/@giannicanettimusic/video/7080560071582682374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080560071582682374&source=h5_m,1630742,910,549,2667,290434,6942551356402042881,6942551356402042881,10033,6942551356402042881,MONTERO (Call Me By Your Name),Lil Nas X,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16de9eceafd84427ba9a7daffdf43622,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9d353aeb05f440db8e833f8dac74773,False,True,,,,,[],0,0,Jersey,#montero #callmebyyourname #fyp #perfectpitchinpublic,0,0,0,0,1,0,0,0,0,0
4,US,7099234138124864810,1652919254,How long do you think? #naturalnails #nailgrowthjourney #qanda #nails,6906375018050536453,Ash,"💅Helping Your Nails Grow
💌hello@parabellbeauty.com 
⬇️Guide & Amazon Links",0,False,https://www.tiktok.com/@parabellbeauty/video/7099234138124864810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099234138124864810&source=h5_m,1874203,494,60,165,170871,6839324086548563969,6839324086548563969,10033,6839324086548563969,Blade Runner 2049,Synthwave Goose,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0c6424fc0d0e4b339a2397dfcf461556,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4a940f3cd9a0466baddec886617c5134,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1388979332', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#naturalnails #nailgrowthjourney #qanda #nails,0,0,0,0,0,0,0,0,0,0
5,GB,7103559541970701573,1653926342,New Skit! How To Get Rid Of Your Sibling Part 3! #fyp #funny #skit #Siblings #trending #sketch #mockumentary,6851570213181178885,Gina_meredith,"Thank you so much for 450K 💙😇❤️
Original Content ✅🍿🥳
Click Link Below ⬇️",0,False,https://www.tiktok.com/@gina_meredith_/video/7103559541970701573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103559541970701573&source=h5_m,153718,177,94,217,17373,7103559550237739782,7103559550237739782,72,7103559550237739782,original sound - gina_meredith_,Gina_meredith,6.851570213181179e+18,Gina_meredith,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103559538225646342.mp3,,False,False,,,,,[],0,0,Jersey,#fyp #funny #skit #Siblings #trending #sketch #mockumentary,0,0,0,1,1,0,0,1,0,0
6,GB,7096884017039019269,1652372075, ,6732144519666271238,The Official Wrap God,"The takeaway wrap man🌯
Business: Josh@connectmgt.com",0,False,https://www.tiktok.com/@wrapgodofficial/video/7096884017039019269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096884017039019269&source=h5_m,823681,102,108,103,68599,6834960721424501510,6834960721424501510,72,6834960721424501510,Help is on the wayyyyy,Tito,6.829039976983741e+18,Tito,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6834960712004160262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31e661bdc9c9322cd9ebeb92ad942539.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
7,US,7082132928330976558,1648937569,Works everytime🤣🤣 #foryou #fyp #viral,6741591536436511749,Anxiety couple,"Laredo, Tx family💚
Business📧 anxietycouple@sditalent.com
GENDER REVEAL!!👇🏻",0,False,https://www.tiktok.com/@anxietycouple/video/7082132928330976558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082132928330976558&source=h5_m,5123107,528,354,1088,449921,7082132914179459886,7082132914179459886,72,7082132914179459886,original sound - anxietycouple,Anxiety couple,6.741591536436512e+18,Anxiety couple,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082132934668405546.mp3,,False,False,,,,,[],0,0,Jersey,#foryou #fyp #viral,0,1,0,0,1,0,0,0,1,0
0,AU,7072055244452138242,1646591175,🥵 #cod #warzone #gaming #girlgamer #GamerGirl #shykid #shygirl #soundboard #callofduty #funny #innocent #cute,6759424091909948421,CynicalSakura,"📧TeamCynSakura@gmail.com
Twitch🌸Youtuber
POBox,7029,Vic NobleParkAustralia3174",0,False,https://m.tiktok.com/v/7072055244452138242.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072055244452138242&source=h5_m,2590902,1406,687,34,355780,6939938341282383874,6939938341282383874,10036,6939938341282383874,She Make It Clap,Soulja Boy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1a7f79adcf53493fa8f7f783cc111674,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4a9664d04cab4e88b78b511b86734e77,True,True,,,,,[],0,0,Jersey,#cod #warzone #gaming #girlgamer #GamerGirl #shykid #shygirl #soundboard #callofduty #funny #innocent #cute,0,0,0,1,0,0,0,0,0,0
1,DE,7101674420971801861,1653487430,@folgedembira antworten • 1 Woche? Die Boys schaffen das in einem Tag 👑 #fyp#madissonbeer#fortheboys,100999133678682112,777🕊,"🇷🇺/🇺🇦
muc",0,False,https://m.tiktok.com/v/7101674420971801861.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101674420971801861&source=h5_m,3465541,2172,1030,2,434939,6870771899618560769,6870771899618560769,72,6870771899618560769,batesmotelpro Dedi Naber,Tosya'lı Abıca,6.5577593159728e+18,Tosya'lı Abıca,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6870771853036620546.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4ee29dd037ce0e77c0951f03ef432a0a.json,False,False,,,,,[],0,0,Jersey,#fyp#madissonbeer#fortheboys,0,0,0,0,1,0,0,0,0,0
2,SA,7073854136860691714,1647010013, ,6843822249231123461,farah,make someone’s day today,0,False,https://m.tiktok.com/v/7073854136860691714.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073854136860691714&source=h5_m,10279762,10714,9064,10061,2549529,7073854143923768066,7073854143923768066,72,7073854143923768066,original sound - hippiearab,farah,6.843822249231123e+18,farah,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073854119819102977.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
