,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_trending,hash_viral,hash_xyzbca
6,US,7103370979597913387,1653882438,join us 🤝 #comfort #asmr,6811170282119595014,Old Time Hawkey,"Fritz, Donnybrook, & Kris Draper 🤝
RedwingsYooper717@aol.com",0,False,https://www.tiktok.com/@oldtimehawkey/video/7103370979597913387?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103370979597913387&source=h5_m,388904,1422,680,330,81617,6967563646655039490,6967563646655039490,10033,6967563646655039490,New Home (Slowed),Austin Farwell,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8fe128b993604afc9f1686a2c12f64df,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5760d7ae138d4e81accba8cf339f5e17,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1569808510', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#comfort #asmr,1,0,0,0,0,0,0,0,0,0
7,GB,7094521827824831749,1651822088,#duet with @irdisulko #duet #luciisgod,7001520799853429765,2/5/22 😭,"Snap: akebi09
ฅ^•ﻌ•^ฅ",0,False,https://www.tiktok.com/@ak3b1/video/7094521827824831749?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094521827824831749&source=h5_m,3085823,2496,453,858,120096,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#duet #duet #luciisgod,0,0,0,0,0,0,0,0,0,0
0,NG,7099037210854444293,1652873406,this prisoner is on death Row &he is eating his LAST MEAL ON EARTH Befor being executed . he made a last wish to have his favourite meal because he wanted to delay on his execution time. His hands kept shaking &he is trembling because this is his last MEAL&LAST day on earth  and he could see death staring at him right in the eyes .. He is shaking & could barely eat his favourite meal because the guards kept reminding him to Hurry up & its time 💔 💔 Nobody is ever prepared for Death.  #viral,7084203930762118149,ND PATRICK,"ND PATRICK (chiboy) actor (SELINATESTED) .
I.G: chiboy_selinatested .",0,False,https://www.tiktok.com/@chiboy_selinatested/video/7099037210854444293?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099037210854444293&source=h5_m,8322101,17861,5304,12823,528241,7099037186846870278,7099037186846870278,72,7099037186846870278,original sound - chiboy_selinatested,ND PATRICK,7.084203930762118e+18,ND PATRICK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099037178772196102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/89e7c527de193975ee910f173771007d.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#viral,0,0,0,0,0,0,0,0,1,0
1,CA,7101831380962692357,1653523974,When?! #fyp #foryou #foryoupage #chihuahuasoftiktok #chihuahuas #puppiesoftiktok #chihuahuapuppies #hauntedchihuahua,23690108,Shelbs,"LITTLEFOOT DUE ANYDAY! 
SNAP-BERTAJEEPBABY
love u all 🐾
no negativity plz✨",0,False,https://www.tiktok.com/@haunted.chihuahuas/video/7101831380962692357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101831380962692357&source=h5_m,300007,225,54,16,13746,7090592689145858821,7090592689145858821,72,7090592689145858821,original sound - your.horse.edits (Contains music from: How - Legacy Hits),"Contains music from: ""How""",6.980660754656806e+18,Horse edits ♥🏆🐴😝,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090592699887799045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/33e79d978a00f48df29e67bba116a1d3.json,False,False,Legacy Hits,How,original sound - your.horse.edits (Contains music from: How - Legacy Hits),"Contains music from: ""How""",[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #foryoupage #chihuahuasoftiktok #chihuahuas #puppiesoftiktok #chihuahuapuppies #hauntedchihuahua,0,1,1,0,1,0,0,0,0,0
2,FR,7098733409064750341,1652802671,"Rush E, long version 🤯",6975796142827488262,arsenetjonas,"📩 arseneetjonas@gmail.com
🎼 Join the music gang ⭐️",0,False,https://www.tiktok.com/@arsenetjonas/video/7098733409064750341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098733409064750341&source=h5_m,2892214,1510,1894,42,492038,7098733399267592966,7098733399267592966,72,7098733399267592966,original sound - arsenetjonas,arsenetjonas,6.975796142827488e+18,arsenetjonas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098733419575642885.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
3,US,7103372547906915626,1653882803,Reply to @flyer674 is soooo BIG! #dessert #FoodTok #kingofcrunch #foryou,6749281586875450374,King of *Crunch*,"I just eat food🍽
📧 Tommy@tommywinkler.com",0,False,https://www.tiktok.com/@tommywinkler/video/7103372547906915626?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103372547906915626&source=h5_m,100724,174,15,7,14580,6847581036629460993,6847581036629460993,10033,6847581036629460993,Send Me on My Way,Vibe Street,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/43a0bef613dc47ea97341d390061225e?x-expires=1653914419&x-signature=3RJtt6O0ujr%2Bt8nHyZzbBqr6jQw%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1522652117', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#dessert #FoodTok #kingofcrunch #foryou,0,1,0,0,0,0,0,0,0,0
4,US,7100636988730232070,1653245882,Is there even a country that starts with the letter O 😭🤣… #fypシ #somalitiktok #tiktokrwanda,6817148337541465093,Nadiya,🇷🇼 x 🇸🇴,0,False,https://www.tiktok.com/@nadiyaneza/video/7100636988730232070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100636988730232070&source=h5_m,805001,2427,168,469,31938,7100637138039491333,7100637138039491333,72,7100637138039491333,original sound - nadiyaneza,Nadiya,6.817148337541465e+18,Nadiya,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100637130401123078.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fypシ #somalitiktok #tiktokrwanda,0,0,0,0,0,1,0,0,0,0
5,ES,7102802406567709958,1653750058,Otis the German Shepherd commission for a client in USA 🇺🇸🥰 #art #paintingasmr #asmr #arte #pets #artistsoftiktok #germanshepherd #germanshepherdsoftiktok,6932009416242512901,Patricia Otero,"Fine Art.
📍Mountains of Northen Spain.
Order your portrait at",0,False,https://www.tiktok.com/@patricia.otero/video/7102802406567709958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102802406567709958&source=h5_m,2083323,2268,5930,3769,437305,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#art #paintingasmr #asmr #arte #pets #artistsoftiktok #germanshepherd #germanshepherdsoftiktok,1,0,0,0,0,0,0,0,0,0
6,US,7098761163101474090,1652809135, ,6784072218529907718,Carl,IM A LOVING GUY GOING ON A JOURNEY TO FEEL GOOD!!,0,False,https://www.tiktok.com/@team_carl_forever/video/7098761163101474090?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098761163101474090&source=h5_m,1691037,6,4731,4,97884,7098761077563050798,7098761077563050798,72,7098761077563050798,original sound - team_carl_forever,Carl,6.784072218529908e+18,Carl,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098761148408875819.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
7,DE,7102816033370688773,1653753231,I finally got it and he wasn’t even looking 😂 #fyp#foryou#german#elevatorboys,6907986934333785090,Tim 🌞,"Follow me on Instagram 
It’s ya boy 🌞",0,False,https://www.tiktok.com/@timshood/video/7102816033370688773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102816033370688773&source=h5_m,1644498,507,129,16,239030,7096492424406567685,7096492424406567685,72,7096492424406567685,Barbecue Bacon Burger Rock,Kyoshi Sad,6.807330869055325e+18,Kyoshi Sad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096492437305330438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0e1d8fbef74c11760b9cf3be9af06e60.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp#foryou#german#elevatorboys,0,1,0,0,1,0,0,0,0,0
0,US,7097427761542778155,1652498674,Reply to @marchand40 #fyp #foryoupage #MomsofTikTok #foryou #viral #racism,6917986352801989637,Patricia  Varela,"Follow me on Instagram: Lyannavz21
Be nice with those around you 🌸",0,False,https://m.tiktok.com/v/7097427761542778155.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097427761542778155&source=h5_m,4163138,3182,441,4046,160674,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryoupage #MomsofTikTok #foryou #viral #racism,0,1,1,0,1,0,0,0,1,0
1,GB,7080096444945812742,1648463415,DIY vertical garden recycling plastic bottles! #foryourpage #fyp #contentcreator #asmr #asmrsounds #asmrvideo #asmrtiktok #tiktokshortfilm #verticalgarden #verticalgardening,6844895585918223365,SpicyMoustache,"Urban Gardening
Sustainable living 
Home Cooking 
Foraging",0,False,https://m.tiktok.com/v/7080096444945812742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080096444945812742&source=h5_m,14482679,8148,29863,22835,1794326,6740248852089014274,6740248852089014274,10033,6740248852089014274,You,Petit Biscuit,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2b9808b7bc8b49c9981a99f4581a4476,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9fd7e46a62994e32b0b2242fbc65a3b8,True,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#foryourpage #fyp #contentcreator #asmr #asmrsounds #asmrvideo #asmrtiktok #tiktokshortfilm #verticalgarden #verticalgardening,1,0,0,0,1,0,0,0,0,0
2,GB,7100563926726839558,1653228872,Spend a day with stylist Tayler hair extensionist and stylist #londonhairextensions #houseofhairuk #hairexperts #microlinkslondon #braidlesswefts #londonhairsalon,6903180095427773445,houseofhairuk London,Luxury Hair Extensions Salon 📍London W12 #microlinks #brazilianknots #laweave,0,False,https://m.tiktok.com/v/7100563926726839558.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100563926726839558&source=h5_m,848749,95,234,175,63907,6756879114637967368,6756879114637967368,22,6756879114637967368,Lazy Sunday,Official Sound Studio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/017ce79c97b04be78738209dbd9e4f7b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce0933f627ca43beb249bc35d1196606,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#londonhairextensions #houseofhairuk #hairexperts #microlinkslondon #braidlesswefts #londonhairsalon,0,0,0,0,0,0,0,0,0,0
3,GB,7100849532451294469,1653295373,Snitary napkins from different eras#women #LearnOnTikTok #teachersoftiktok #knowledge #fyp,7099714019070034950,Lovelovelovelins,"Pads🌸Australian brand LOVEKINS
Live at 9:00am⏰UK 
❤️follow us for deals❤️",0,False,https://m.tiktok.com/v/7100849532451294469.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100849532451294469&source=h5_m,3430512,1711,592,1243,167125,7100849512016661254,7100849512016661254,72,7100849512016661254,original sound - lovekinofc,Lovelovelovelins,7.099714019070035e+18,Lovelovelovelins,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100849530337233669.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#women #LearnOnTikTok #teachersoftiktok #knowledge #fyp,0,0,0,0,1,0,0,0,0,0
4,IT,7079464702857776389,1648316324,#pappagallo,6913270990408336390,MAX,Thank you for your support💪,0,False,https://m.tiktok.com/v/7079464702857776389.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079464702857776389&source=h5_m,48325911,6309,19461,33939,916121,6774443338771728385,6774443338771728385,10036,6774443338771728385,FUTURE HOUSE,Sergey Wednesday,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3c3a40b33877427abdd8ead935cb1611,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a9ea1ee9eb5d41b2b0c9109e678cf3cc,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#pappagallo,0,0,0,0,0,0,0,0,0,0
5,GB,7077257723267632390,1647802472,Best boy deserve to be treated this well 🤎 #goodboy #picnic #labrador #fyp,6925923531344462853,Good Boy Ollie,"The goodest good boy
Insta - @good.boy.ollie",0,False,https://m.tiktok.com/v/7077257723267632390.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077257723267632390&source=h5_m,6462011,8937,24070,9844,1367427,6739921400431134721,6739921400431134721,10033,6739921400431134721,Up - Movie Theme,Giampaolo Pasquile,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6228e19cb9ee4a3b8f02a56b8340ed59,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bbadd7fc62ff489d9b4359455b14d1ae,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '979259859', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#goodboy #picnic #labrador #fyp,0,0,0,0,1,0,0,0,0,0
6,IT,7086814551840296197,1650027595,#italianfood @giallozafferano #khalidelmahi,6812963291129562118,Foodqood by Giallozafferano,"Easy and quick recipes by @giallozafferano & foodqood

📩 gz@giallozafferano.it",0,False,https://m.tiktok.com/v/7086814551840296197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086814551840296197&source=h5_m,23593417,9708,11797,43265,2662602,6920125567752734722,6920125567752734722,10033,6920125567752734722,SugarCrash!,ElyOtto,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1a6bb53e79284426b463cdc7d10a80d5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7a7495d8117642688fb8c80f24086f26,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1529705217', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#italianfood #khalidelmahi,0,0,0,0,0,0,0,0,0,0
7,TH,7102742712402693402,1653736158,เอาที่โปะซูชิมาทำดองรึป่าวน้า😂เหมือนกันเลอ #fypシ #liveforthechallenge,6765252150522561538,กาตุ่ยยย🐰,"🥣IG: TSKINBYTAII 🧸
☁️ร้านเล็กๆที่อยากให้ลูกค้าเข้ามาเติมเต็ม🤍",0,False,https://m.tiktok.com/v/7102742712402693402.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102742712402693402&source=h5_m,415837,106,68,0,12857,7040666208538299163,7040666208538299163,24,7040666208538299163,original sound - prao_vorrawan,รายใหญ่แบรนด์เดลล่า,6.99496740007769e+18,รายใหญ่แบรนด์เดลล่า,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7040666183380519707.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/277ad51f515f4892138c44e249528720.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fypシ #liveforthechallenge,0,0,0,0,0,1,0,0,0,0
0,US,7102851671709011242,1653761527,Who Do I Look Like? @Saint Yim #fyp #foryou #foryoupage #girls,7000062193527424005,PrettyXBoi,"San Diego 🌴
Ortizxadrian@gmail.com
⬇️The Dating Survival Guide⬇️",0,False,https://www.tiktok.com/@prettyxboi/video/7102851671709011242?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102851671709011242&source=h5_m,878445,283,50,220,93836,6897488994930625282,6897488994930625282,72,6897488994930625282,Gods Plan Slowed (Contains music from: God's Plan - Drake),"Contains music from: ""God's Plan""",2.5533134689267712e+17,Payton stan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6920626319424326401.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a7cb565a4a09e5b4cfc6ccd99da42991.json,False,False,Drake,God's Plan,Gods Plan Slowed (Contains music from: God's Plan - Drake),"Contains music from: ""God's Plan""",[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #foryoupage #girls,0,1,1,0,1,0,0,0,0,0
1,US,7099284597330185518,1652931003,soap. #fyp #foryou #soap,6673715246810694662,StephCrompton,“StephCrompton” on Spotify n Snap‼️‼️,0,False,https://www.tiktok.com/@stephcromptonmusic/video/7099284597330185518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099284597330185518&source=h5_m,5102846,20977,4583,7405,823184,5000000001443878977,5000000001443878977,71,5000000001443878977,Dolphin Dance,Ahmad Jamal Trio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/053b3af7cb7844d6ac6c4328ad2066e0,,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '27931', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #soap,0,1,0,0,1,0,0,0,0,0
2,NG,7094018345061698821,1651704859,#francheskaotalio #aa_paapa #foryoupage #dontibaba #fyp #trending,6983711963571127302,Francheska,"Spam likers gets block.
Psalm 91",0,False,https://www.tiktok.com/@francheskaotalio1backup/video/7094018345061698821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094018345061698821&source=h5_m,1633785,1185,112,13,84007,6777603600404203522,6777603600404203522,10036,6777603600404203522,Innovative Tech,Robert Casal,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93922d0820b444f7b13c0628184ba326,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ee9852a5649f40638d4ce2532cef2370,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#francheskaotalio #aa_paapa #foryoupage #dontibaba #fyp #trending,0,0,1,0,1,0,0,1,0,0
3,US,7078277026142031147,1648039798,#OscarsAtHome #watch #Rolex #tiktok #foryou #fyp,7078274705295967274,Rolexwatch00,,0,False,https://www.tiktok.com/@rolexwatch00/video/7078277026142031147?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078277026142031147&source=h5_m,18251467,4781,7916,9352,1684414,7078276986161859370,7078276986161859370,72,7078276986161859370,original sound - rolexwatch00,Rolexwatch00,7.078274705295967e+18,Rolexwatch00,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078277010312678190.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#OscarsAtHome #watch #Rolex #tiktok #foryou #fyp,0,1,0,0,1,0,0,0,0,0
4,DE,7099340098633747714,1652977500, ,6933092911908275201,Bobaka Ivanov,"Всем кто подписался - котлетки в личку!😋
Insta: bobaka_",0,False,https://www.tiktok.com/@bobaka2.0/video/7099340098633747714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099340098633747714&source=h5_m,3316969,4821,26640,3564,326814,7099484291977612034,7099484291977612034,24,7099484291977612034,original sound - bobaka2.0,Bobaka Ivanov,6.933092911908275e+18,Bobaka Ivanov,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099484289050004225.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
