,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_explore,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
2,PH,7092972772204350746,1651461416,WHEN EVERYONE IS HELPING THEM TO KISS🤭 #cdrama #cuteprogrammer #fypシ,7077312500589593626,FIIO FASHION,"FIIO FASHION Official Account

👇Business email：👇
m1chaelol@hotmail.com",0,False,https://www.tiktok.com/@fiiofashion/video/7092972772204350746?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092972772204350746&source=h5_m,37016826,9642,6848,41853,2551462,7065014354940349210,7065014354940349210,24,7065014354940349210,DARARI (Contains music from: DARARI - TREASURE),"Contains music from: ""DARARI""",6.773156617460467e+18,︎ ondu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7065014354248207131.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54993f426030b0f06eb012e26aba5c96.json,False,False,TREASURE,DARARI,DARARI (Contains music from: DARARI - TREASURE),"Contains music from: ""DARARI""",[],0,0,Iraq,#cdrama #cuteprogrammer #fypシ,0,0,0,0,0,1,0,0,0,0
3,DE,7099807279662337286,1653052702,#2022 #tiktok #viral #fy #fyp #trending #trend #InstaxChallenge #makethisgoviral #wax ##haul #SmallBusiness #candle #satisfying #astatic #asmr #waxmelt #waxmelts #yankeecandle,98997103296720897,Waxmeltsstuff,ℍ𝕖𝕝𝕝𝕠 𝕚 𝕙𝕠𝕡𝕖 𝕚 𝕔𝕒𝕟 𝕞𝕒𝕜𝕖 𝕦 𝕙𝕒𝕡𝕡𝕪 ❤️,0,False,https://www.tiktok.com/@waxstuffmelts/video/7099807279662337286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099807279662337286&source=h5_m,5172727,392,552,948,131946,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#2022 #tiktok #viral #fy #fyp #trending #trend #InstaxChallenge #makethisgoviral #wax ##haul #SmallBusiness #candle #satisfying #astatic #asmr #waxmelt #waxmelts #yankeecandle,0,0,0,1,1,0,1,1,1,0
4,LB,7097595924284853506,1652537829,#trending #fypage #fyp #tiktoknews #blc #viral,6589898774268362757,samer gh,"هيدا الحساب للفرح والمرح والضحك
حسابي المبكي بالبنك 🤣",0,False,https://www.tiktok.com/@s_gh_11/video/7097595924284853506?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097595924284853506&source=h5_m,3834397,107,756,330,77658,7097595922783849218,7097595922783849218,72,7097595922783849218,original sound - s_gh_11,samer gh,6.589898774268363e+18,samer gh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097595908241607426.mp3,,False,False,,,,,[],0,0,Iraq,#trending #fypage #fyp #tiktoknews #blc #viral,0,0,0,0,1,0,0,1,1,0
5,IQ,7102794750322855170,1653748275,#مشاهير #اكسبلور #ترند #fyp #fypシ ❤️💍,7011470886554698758,شيرين الشمري,( اللهم صل على محمد وآل محمد ) ❤️🙏,0,False,https://www.tiktok.com/@zz50l/video/7102794750322855170?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102794750322855170&source=h5_m,1337859,1940,345,194,90411,6953659470614366209,6953659470614366209,10033,6953659470614366209,Oparit El Amal,Various Artists,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f29bf6ef336b4429b9368fd10eb54a6b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7b3dbc0223ea49e6871acfe0c68543cf,True,True,,,,,[],0,0,Iraq,#مشاهير #اكسبلور #ترند #fyp #fypシ,0,0,0,0,1,1,0,0,0,1
6,IQ,7078288772953115905,1648042532, ,6634557644798705670,ھێلی🌸,✨❤️H,0,False,https://www.tiktok.com/@he1y_/video/7078288772953115905?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078288772953115905&source=h5_m,986587,1114,860,87,27850,7078288761221647106,7078288761221647106,72,7078288761221647106,original sound - he1y_,ھێلی🌸,6.634557644798706e+18,ھێلی🌸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078288766724475650.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
7,TR,7094191548312603905,1651745185, ,6859735988538655750,مهرة,فانز سارة مهند,0,False,https://www.tiktok.com/@a8cb/video/7094191548312603905?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094191548312603905&source=h5_m,3714294,565,776,2111,38814,7094191540142181122,7094191540142181122,24,7094191540142181122,original sound - a8cb,مهرة,6.859735988538656e+18,مهرة,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094191519728503554.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,TR,7092872699688570114,1651438117,توني انتبه رشيت بعينها😂😂😍,6682649229658080261,حساب الرسمي شهاب ملح,"سنابي : shahab_vid
انستقرامي : shahab_vids",0,False,https://www.tiktok.com/@shahab_vid1/video/7092872699688570114?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092872699688570114&source=h5_m,7557831,2194,6213,8715,142003,7092872678238915329,7092872678238915329,72,7092872678238915329,original sound - shahab_vid1,حساب الرسمي شهاب ملح,6.68264922965808e+18,حساب الرسمي شهاب ملح,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092872656152431362.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,SA,7103197555017780486,1653842061,#تجنن #ماشاءالله_تبارك_الله #تيك_توك_السعودية #سنابيsafae_belanova,6613981921121370118,صفاء بيوتي 🦋صانعة محتوى تجميل,"لإعلاناتكم التواصل 👇🏻
انستقرام om_yahay_2020
1M ان شاء الله
كود خصم سيفي SAFAE",0,False,https://www.tiktok.com/@om_yahya_2020/video/7103197555017780486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103197555017780486&source=h5_m,2406858,606,4520,51857,103246,7055314446058867457,7055314446058867457,72,7055314446058867457,original sound - trki.90 (Contains music from: Khaleny Fe Hodnak - Tamer Ashour),"Contains music from: ""Khaleny Fe Hodnak""",6.830238646827877e+18,TurKi 🎵🎧,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7055314435870706433.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/29e0d71fa1dc6ea094d8741bf2c44a12.json,False,False,Tamer Ashour,Khaleny Fe Hodnak,original sound - trki.90 (Contains music from: Khaleny Fe Hodnak - Tamer Ashour),"Contains music from: ""Khaleny Fe Hodnak""",[],0,0,Iraq,#تجنن #ماشاءالله_تبارك_الله #تيك_توك_السعودية #سنابيsafae_belanova,0,0,0,0,0,0,0,0,0,0
2,CH,7072797092942499077,1646763900,#viral #foryou #fürdich #fyp #explore #dance #wedding #meme #memes #goviral #arab,6817314383632172038,Neya.21,😜 😎 🙋🏻‍♀️,0,False,https://www.tiktok.com/@neya.21/video/7072797092942499077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072797092942499077&source=h5_m,7987826,3880,5734,525,200435,6977268498204461057,6977268498204461057,10033,6977268498204461057,Dabke - 3,Hariki Rüstem,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a23dc5f958144d5a0c1ac8bd36e9980,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cf939f3eb36c4113b7f7332df9bc144b,False,True,,,,,[],0,0,Iraq,#viral #foryou #fürdich #fyp #explore #dance #wedding #meme #memes #goviral #arab,1,1,0,0,1,0,0,0,1,0
3,SE,7100557683660492037,1653227418,اولكن شو صار بعماد بعد الفيديو😈#بحب #عماد_وليزا #زوجوهم_يعقلون #سوريين_احلا_عالم #foryou #tiktokchallege,6814981003472389125,Lizza&emad,"❤التواصل عالانستغرام ❤
❤ᚹᒪⴹᗅⵢⴹ ᖴ⌷ᒪᒪ⌷Ⱎ ⵡⵢ❤
🇸🇾ℰℳᗅⅅ ♡ ℒⅈℤℤᗅ🇸🇾",0,False,https://www.tiktok.com/@emad_lizza/video/7100557683660492037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100557683660492037&source=h5_m,7938500,1008,2946,7456,122491,7099499068627405570,7099499068627405570,72,7099499068627405570,original sound - theyassines,Salim&Nour,6.5652631415702e+18,Salim&Nour,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099499046804523778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/278480e5000b47ce8d337db3dcc456cf.json,False,False,,,,,[],0,0,Iraq,#بحب #عماد_وليزا #زوجوهم_يعقلون #سوريين_احلا_عالم #foryou #tiktokchallege,0,1,0,0,0,0,0,0,0,0
4,KW,7099990189094833409,1653095290,هيفاااااء ماتت .. 💔,7041151374709326854,10 🇰🇼,"هذا الحساب 
لتصميم مسلسلات خليجيه وعربيه ووضع اشعار واغاني لتجميل الفيديو اكثر",0,False,https://www.tiktok.com/@q10001q/video/7099990189094833409?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099990189094833409&source=h5_m,14526795,5783,4384,28250,543375,7099990184447478530,7099990184447478530,72,7099990184447478530,original sound - q10001q,10 🇰🇼,7.041151374709327e+18,10 🇰🇼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099990175895407362.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c622d4bd49074cc7c1e83687314638df.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,IQ,7102500277227359490,1653679712,#إجابة عن @رجعت😏,7017865750137242625,زهوو صاكه ☺️,,0,False,https://www.tiktok.com/@a.tt1i/video/7102500277227359490?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102500277227359490&source=h5_m,2434457,4324,4542,9244,49563,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#إجابة,0,0,0,0,0,0,0,0,0,0
6,IQ,7099119314485120258,1652892523, ,6767047474680120325,AdnAn Mohamad,🖤🔗🖤,0,False,https://www.tiktok.com/@adnanzebari2/video/7099119314485120258?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099119314485120258&source=h5_m,2098281,581,2474,5603,57244,7081681242139134747,7081681242139134747,72,7081681242139134747,original sound - masken394,Tik Toker,7.032271484006237e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081681269901380378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42bfeefcd7ced564c20f498353b5e604.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
7,TR,7084699416589765890,1649535126,@Yasinçelebioffıcal #iftar #şırdan #keşfet,6704205124221289477,Şırdancı Mehmet,"Zeyrek Mh., Şırdancı Mehmet, İmam Niyazi Sk. No:26, 34083 Fatih/İstanbul Fatih",0,False,https://www.tiktok.com/@sirdancimehmet/video/7084699416589765890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084699416589765890&source=h5_m,11706692,192,289,3167,103150,6882452123930479362,6882452123930479362,72,6882452123930479362,original sound - k669a (Contains music from: I love You Ya3ni Bhebak - Hossam Jneed),"Contains music from: ""I love You Ya3ni Bhebak""",6.670967269663605e+18,كروسس,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6882452047187168001.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aaff83cdc74c8245b60657eec6328da2.json,False,False,Hossam Jneed,I love You Ya3ni Bhebak,original sound - k669a (Contains music from: I love You Ya3ni Bhebak - Hossam Jneed),"Contains music from: ""I love You Ya3ni Bhebak""",[],0,0,Iraq,#iftar #şırdan #keşfet,0,0,0,0,0,0,0,0,0,0
0,LK,7097310312617086235,1652471331, ,7069862635181917210,Happe gurl,,0,False,https://www.tiktok.com/@ilove_uhh/video/7097310312617086235?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097310312617086235&source=h5_m,14225919,1492,9707,31591,522943,7097310234150062875,7097310234150062875,72,7097310234150062875,original sound - ilove_uhh (Contains music from: While - Pete K),"Contains music from: ""While""",7.069862635181917e+18,Happe gurl,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7097310237325806363.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/57a933804b461513c755faa879bed4dc.json,False,False,Pete K,While,original sound - ilove_uhh (Contains music from: While - Pete K),"Contains music from: ""While""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,US,7098703799778413866,1652795777,SAFE TRAINING ON A RANGE BY A PROFESSIONAL. can you do this? If not train with cetsusa.com #pewpew #military #2a #ARMY #POLICE #swat #marines,6963482530885534726,cozzactual,"Army Vet
Come train with us @cetsusa
Banned-250k tiktok 
Instagram cozz_actual",0,False,https://www.tiktok.com/@cozzactual/video/7098703799778413866?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098703799778413866&source=h5_m,1423700,92,287,866,18846,7098703697257138990,7098703697257138990,72,7098703697257138990,original sound - cozzactual,cozzactual,6.963482530885535e+18,cozzactual,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098703779477850922.mp3,,False,False,,,,,[],0,0,Iraq,#pewpew #military #2a #ARMY #POLICE #swat #marines,0,0,0,0,0,0,0,0,0,0
2,GB,7094498226488757509,1651816593, ,7010655296743277574,candymovie,"Thanks TikTok
Thanks my followers",0,False,https://www.tiktok.com/@candysmovie/video/7094498226488757509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094498226488757509&source=h5_m,5222570,734,267,868,217015,6830462309895276545,6830462309895276545,10036,6830462309895276545,dance(256762),TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aabf89bd826e4d71b9a870e114bb2bc3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/365f0bbc20fa4bcfbac7dec8565ad4a5,False,True,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,IQ,7102905981733965061,1653774173, ,7086769266150507525,Sivooo555,"iraq 17


🇮🇶",0,False,https://www.tiktok.com/@sivooo555/video/7102905981733965061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102905981733965061&source=h5_m,1019334,28,25,154,17087,7102905967871838981,7102905967871838981,72,7102905967871838981,original sound - sivooo555,Sivooo555,7.086769266150508e+18,Sivooo555,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102905968396159750.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
4,AE,7101326352036531462,1653406388, ,6954715107595207685,cashier933🇦🇪🇬🇭,لاإله إلاالله محمد رسول لله,0,False,https://www.tiktok.com/@cashier933/video/7101326352036531462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101326352036531462&source=h5_m,12058254,5444,39539,34094,217052,6780105155212740610,6780105155212740610,10033,6780105155212740610,Laughing,Gianluca Marino,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8737cfed1275419995af77c0f6f22195,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3138c37d97094ba99dff97a80603d76f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390061916', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,IQ,7076741094175804673,1647682185,#y4d0m0,7059808530769232898,داخراوە تا دوای وزاری,,0,False,https://www.tiktok.com/@y4d0m0/video/7076741094175804673?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076741094175804673&source=h5_m,1620077,391,389,720,39453,7076741086361799426,7076741086361799426,72,7076741086361799426,original sound - y4d0m0,داخراوە تا دوای وزاری,7.059808530769233e+18,داخراوە تا دوای وزاری,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076741084814019329.mp3,,False,False,,,,,[],0,0,Iraq,#y4d0m0,0,0,0,0,0,0,0,0,0,0
6,IQ,7081712239757004033,1648839622,#fyp #fypシ,6994093993534473221,bakosarko1993,"كورة داوديم🧜🏻‍♂️
🎥📸🎞📽",0,False,https://www.tiktok.com/@bakosarko1993/video/7081712239757004033?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081712239757004033&source=h5_m,1308840,783,1865,2240,27149,7081712240156199682,7081712240156199682,72,7081712240156199682,original sound - bakosarko1993,bakosarko1993,6.994093993534473e+18,bakosarko1993,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081712200838155010.mp3,,False,False,,,,,[],0,0,Iraq,#fyp #fypシ,0,0,0,0,1,1,0,0,0,0
7,IT,7086048191023418629,1649849163,La farina magica😈😅 ig: _prince_erik🙏🏽😩@iamsharontollini,6605458569024847878,Eriksson prince,"Follow me ig: _prince_erik”👆🏽🙏🏽🥺
450k?💜🇧🇯🇮🇹 X collab: scrivimi su Ig",0,False,https://www.tiktok.com/@eriksson_prince/video/7086048191023418629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086048191023418629&source=h5_m,9449352,1159,2135,21886,349674,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,CA,7102109023217929477,1653588618,We’re just gonna stop by for a few hours hunny 🥃💸👔 w/ @andpacker @not_marcanthony #husbandsoftiktok #finance #humor #foryou #wife,6712424399943353349,Austen Alexander,Wear My Brand 👇🏼,0,False,https://www.tiktok.com/@austenalexander/video/7102109023217929477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102109023217929477&source=h5_m,3650818,3681,9581,3000,408967,7102109033533246213,7102109033533246213,72,7102109033533246213,original sound - austenalexander,Austen Alexander,6.712424399943353e+18,Austen Alexander,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102109023343741702.mp3,,False,False,,,,,[],0,0,Iraq,#husbandsoftiktok #finance #humor #foryou #wife,0,1,0,0,0,0,0,0,0,0
1,DE,7101590725422337282,1653467941,Join my journey to every country here on TikTok ✨🌎 #travel #lifegoals #fypシ,148193572763086848,Luca Pferdmenges,"World Record Holding Juggler🤹🏼‍♂️🏆
🌎✈️Join my journey to every country",0,False,https://www.tiktok.com/@thegermantravelguy/video/7101590725422337282?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101590725422337282&source=h5_m,20859442,28119,8366,7199,2522401,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#travel #lifegoals #fypシ,0,0,0,0,0,1,0,0,0,0
2,US,7095158884704324910,1651970410, ,7016028345490310150,Construction Videos 🦺,,0,False,https://www.tiktok.com/@constructionvids/video/7095158884704324910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095158884704324910&source=h5_m,8744622,655,235,94,455214,7095158854211717934,7095158854211717934,72,7095158854211717934,original sound - constructionvids,Construction Videos 🦺,7.01602834549031e+18,Construction Videos 🦺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095158888357628718.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
