,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gaming,hash_minecraft,hash_minecraftbuilding,hash_pourtoi,hash_trend,hash_viral
1,US,7088729530038373678,1650473460, ,6600540663204347910,That B Tii,"✨18✨
💃I dance💃
🦋Virgo🦋
💜ROAD TO 35K💜
🌸🇵🇭🌸",0,False,https://www.tiktok.com/@nam.biddies.exe/video/7088729530038373678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088729530038373678&source=h5_m,2569534,1934,2227,11270,398096,6746626931065637637,6746626931065637637,72,6746626931065637637,Zenyen96_Pookie by Aya Nakamura (Contains music from: Pookie - Aya Nakamura),"Contains music from: ""Pookie""",6.741971971976414e+18,ZenYen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1647129300295702.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/66976bad70549b58e4bf9f4ad4b8d2be.json,False,False,[],0,0,Aya Nakamura,Pookie,Zenyen96_Pookie by Aya Nakamura (Contains music from: Pookie - Aya Nakamura),"Contains music from: ""Pookie""",Madagascar,,0,0,0,0,0,0,0,0,0,0
2,FR,7103545181307161862,1653922999,#collage avec @davfyp #pourtoi #viral #foryou #fyp,6819320834173715462,Emmasexologie,Nouveau compte Emma Sexologie,0,False,https://www.tiktok.com/@emmasexologie2.0/video/7103545181307161862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103545181307161862&source=h5_m,190643,131,64,0,32984,7103545175762275077,7103545175762275077,72,7103545175762275077,original sound - emmasexologie2.0,Emmasexologie,6.819320834173715e+18,Emmasexologie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103545184851806982.mp3,,False,False,[],0,0,,,,,Madagascar,#collage #pourtoi #viral #foryou #fyp,1,0,1,0,0,0,0,1,0,1
3,FR,7103569893727014149,1653928752,La subtilité 😏🔞,6942119794611602437,Auralpha,"Abonne-toi pour rejoindre le top 1% du monde 👑

INVESTIS EN TOI DIRECTEMENT 👇",0,False,https://www.tiktok.com/@auralpha/video/7103569893727014149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103569893727014149&source=h5_m,128998,124,157,7,9117,6768740870008080385,6768740870008080385,10036,6768740870008080385,SINGING WITH THE WOLVES,Anica,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/299f8bd6b45a4745984790a7a8a08fe8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/11bdfd663d584645a57827ea243a12f5,False,True,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
4,FR,7093441458304257285,1651570545,#enrush vous valider les gars ?#fypシ #pourtoii,7006645033743156229,Manon🤍,"📍92
07💕
Compte secondaire: @.C4llmemanon.live",0,False,https://www.tiktok.com/@.c4llmemanon/video/7093441458304257285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093441458304257285&source=h5_m,1357257,8701,7750,10,261781,7075360796473101102,7075360796473101102,72,7075360796473101102,F her DRILL BEAT (Contains music from: WTF - XLOVCLO),"Contains music from: ""WTF""",6.794541953322485e+18,Guapy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075360829926886187.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dbbdfd70792f61beb0704c3ac15edbfe.json,False,False,[],0,0,XLOVCLO,WTF,F her DRILL BEAT (Contains music from: WTF - XLOVCLO),"Contains music from: ""WTF""",Madagascar,#enrush #fypシ #pourtoii,0,0,0,1,0,0,0,0,0,0
5,MG,7079302577996778758,1648278579, ,6960944338738660358,vache magique Officiel,Bienvenue dans le monde incroyable de bulbul,0,False,https://www.tiktok.com/@vachemagique/video/7079302577996778758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079302577996778758&source=h5_m,1815,1,2,6,52,7079302553158224646,7079302553158224646,72,7079302553158224646,original sound - vachemagique,vache magique Officiel,6.96094433873866e+18,vache magique Officiel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079302557679520517.mp3,,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
6,MG,7070771347886050565,1646292248,Big Wither its Fake ? #foryou #foryoupage #minecraft #mcyt #minecraftmemes  #wither #xuhuong #test #humor #wtf #fypシ #fypage #fyp #xyzbca #viral,7011799037910500358,"Minecraft pixel art,memes",Hi,0,False,https://www.tiktok.com/@dream_offi/video/7070771347886050565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070771347886050565&source=h5_m,1256298,92,41,140,19774,7070771278193429253,7070771278193429253,72,7070771278193429253,original sound - dream_offi,"Minecraft pixel art,memes",7.0117990379105e+18,"Minecraft pixel art,memes",False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070771255896591110.mp3,,False,False,[],0,0,,,,,Madagascar,#foryou #foryoupage #minecraft #mcyt #minecraftmemes #wither #xuhuong #test #humor #wtf #fypシ #fypage #fyp #xyzbca #viral,1,1,1,1,0,1,0,0,0,1
7,US,7086984767383620906,1650067226,I got a divorce on accident 😔💔,6732979973579736069,Marsai,aight,0,False,https://www.tiktok.com/@marsaimartin/video/7086984767383620906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086984767383620906&source=h5_m,6968942,3224,998,3552,837795,6795407744489752577,6795407744489752577,10033,6795407744489752577,Just a Cloud Away,Pharrell Williams,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9dc60e62f334229af15a0b1650029ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/988a63de74c749a8907746e2d8e4b798,False,True,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
0,JP,7101733287193873665,1653501133,#フローラメイク,6760274830854423557,Karyna || カリナ 💕,"177 cm of beauty
Instagram: imkov_ka
日本 📍🇯🇵",0,False,https://www.tiktok.com/@imkovka/video/7101733287193873665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101733287193873665&source=h5_m,1419733,826,706,3478,118504,7087407862762326811,7087407862762326811,24,7087407862762326811,Bobo (Contains music from: Bobo - Aya Nakamura),"Contains music from: ""Bobo""",6.913387746111423e+18,XVX,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087407870127491866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36fcaf5305c7dc544ea6c4e01caf1dbf.json,False,False,[],0,0,Aya Nakamura,Bobo,Bobo (Contains music from: Bobo - Aya Nakamura),"Contains music from: ""Bobo""",Madagascar,#フローラメイク,0,0,0,0,0,0,0,0,0,0
1,AU,7093923381225016578,1651682748,I can’t believe he thought it was real😱 #fyp #vrial #prank #funny,6905769774745601026,Oxlee,"Listen to my new song it
 just came out today 🥺😱
⬇️",0,False,https://www.tiktok.com/@oxlee/video/7093923381225016578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093923381225016578&source=h5_m,955321,295,247,2220,66893,7093923380805651202,7093923380805651202,72,7093923380805651202,original sound - oxlee,Oxlee,6.905769774745601e+18,Oxlee,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093923366742149889.mp3,,False,False,[],0,0,,,,,Madagascar,#fyp #vrial #prank #funny,0,0,1,0,0,0,0,0,0,0
2,NG,7092466081809304837,1651343444,#fyp #foryou,7057817926426117126,Black&whitewomen,ALL ABOUT WOMEN,0,False,https://www.tiktok.com/@blackwhitewomen0/video/7092466081809304837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092466081809304837&source=h5_m,1768727,432,15243,114089,129657,7092466057251654405,7092466057251654405,72,7092466057251654405,original sound - blackwhitewomen0,Black&whitewomen,7.057817926426117e+18,Black&whitewomen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092466071655336709.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fab05936070f7c674dbefb2e6f0055aa.json,False,False,[],0,0,,,,,Madagascar,#fyp #foryou,1,0,1,0,0,0,0,0,0,0
3,DE,7102121968102640902,1653591631,Wait a minute,6746572655757837317,isaacmik,"📍Berlin
📧 info@isaacmik.com",0,False,https://www.tiktok.com/@isaacmik/video/7102121968102640902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102121968102640902&source=h5_m,1793076,1088,1389,77,150398,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,[],0,0,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",Madagascar,,0,0,0,0,0,0,0,0,0,0
4,KR,7077934510645513474,1647960049,where is my❤️ #라이징히어로 #fyp,6609104341016526849,BEDDY,"P.I CO
IG:choehyeokgeun
📩 business@picorp.co.kr",0,False,https://www.tiktok.com/@choega/video/7077934510645513474?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077934510645513474&source=h5_m,6320464,45340,11156,21426,831498,7051177160685783810,7051177160685783810,72,7051177160685783810,love me (Contains music from: Love Me - Justin Bieber),"Contains music from: ""Love Me""",7.04156435463486e+18,sp1dupaudios,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7051177147171359489.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/039c1ab6e14cb8aa0d3482e775ba3a5f.json,False,False,[],0,0,Justin Bieber,Love Me,love me (Contains music from: Love Me - Justin Bieber),"Contains music from: ""Love Me""",Madagascar,#라이징히어로 #fyp,0,0,1,0,0,0,0,0,0,0
5,MG,7088231868243479813,1650357590,@camilacabello talking about Harry Styles 🫶🏽 #camilacabello #harrystyles #xfactor,7075006361516557318,Lix and Faci ✨,love is everything,0,False,https://www.tiktok.com/@ilitsm/video/7088231868243479813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088231868243479813&source=h5_m,262943,125,310,217,38910,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,[],0,0,,,,,Madagascar,#camilacabello #harrystyles #xfactor,0,0,0,0,0,0,0,0,0,0
6,MG,7092282315694476550,1651300661,#minecraft #minecraftbuilding #fypシ  #foryoupage #gaming #viral,7011799037910500358,"Minecraft pixel art,memes",Hi,0,False,https://www.tiktok.com/@dream_offi/video/7092282315694476550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092282315694476550&source=h5_m,3008636,27267,3070,8449,263841,7053769242491079450,7053769242491079450,24,7053769242491079450,HEAT WAVES,liriiklagu,6.822964716483118e+18,liriiklagu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7053769239425633051.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee30a697a946d0df813168fb858d7b9f.json,False,False,[],0,0,,,,,Madagascar,#minecraft #minecraftbuilding #fypシ #foryoupage #gaming #viral,0,1,0,1,1,1,1,0,0,1
7,NL,7084361841702423814,1649456528,#f #fyp #foryoupage #brother #siblings,6872589533704864774,Ishana.ss,For legal reasons my account is a joke💀,0,False,https://www.tiktok.com/@ishanasd/video/7084361841702423814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084361841702423814&source=h5_m,1803302,1472,4051,277,176733,6925568485791697669,6925568485791697669,72,6925568485791697669,original sound - masked_majora64 (Contains music from: Scream then beat - Enderboybeats),"Contains music from: ""Scream then beat""",6.641343692946326e+18,Christopher Colarusso,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6925568486622186246.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c8c2cb1ede63c84975ffd68fab6197b4.json,False,False,[],0,0,Enderboybeats,Scream then beat,original sound - masked_majora64 (Contains music from: Scream then beat - Enderboybeats),"Contains music from: ""Scream then beat""",Madagascar,#f #fyp #foryoupage #brother #siblings,0,1,1,0,0,0,0,0,0,0
0,US,7085502357315882283,1649722075,#fyp #lavignes,6720002216743420934,TheLaVignes,"Yes, we still do family vlogs on Youtube 🤪",0,False,https://www.tiktok.com/@thelavignes/video/7085502357315882283?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085502357315882283&source=h5_m,2944882,4103,21194,24067,207040,6998259636247759621,6998259636247759621,72,6998259636247759621,original sound - themillicamp (Contains music from: Just The Two of Us - Kauai45 & Sweet Cocoa),"Contains music from: ""Just The Two of Us""",6.728891812989273e+18,TMC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6998259719290751749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a19c5d88b7fcf74ff069cc82da66bec7.json,False,False,[],0,0,Kauai45 & Sweet Cocoa,Just The Two of Us,original sound - themillicamp (Contains music from: Just The Two of Us - Kauai45 & Sweet Cocoa),"Contains music from: ""Just The Two of Us""",Madagascar,#fyp #lavignes,0,0,1,0,0,0,0,0,0,0
1,US,7090367543482928427,1650854840,@thatoutsideginger #onlyinmycalvins #PringlesCanHands #TalkingTree #fyp #bf,6635034290508644357,Savannah Staggs,"✨19✨
If you found my page...no you didn’t❤️",0,False,https://www.tiktok.com/@savannahstaggs/video/7090367543482928427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090367543482928427&source=h5_m,5070814,4266,31276,16905,523702,7085502800214051630,7085502800214051630,72,7085502800214051630,original sound - laurenagans,Lauren Agans,7.003098358437873e+18,Lauren Agans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085502822363466538.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a149d3f1327429b6118c50042f907b98.json,False,False,[],0,0,,,,,Madagascar,#onlyinmycalvins #PringlesCanHands #TalkingTree #fyp #bf,0,0,1,0,0,0,0,0,0,0
2,US,7077306408311475499,1647813807,Wave looks like bright blue jello! #fyp #oceaneyes #waves,6731412476498084870,dgphotography,"Buisness inquiries 👇🏼👇🏼

Dgphotography264@gmail.com",0,False,https://www.tiktok.com/@dgphotography264/video/7077306408311475499?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077306408311475499&source=h5_m,29824213,38790,48728,102756,6234262,6883995969747191809,6883995969747191809,10033,6883995969747191809,Ocean Eyes,Billie Eilish,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c94d3286380f4171a301c25e354ff06d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/20583d9543df4e0fbb087aaa715a0ebb,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1498138563', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Madagascar,#fyp #oceaneyes #waves,0,0,1,0,0,0,0,0,0,0
3,US,7077326185604074795,1647818412,Okay I get it 😒💍 @naturallymelonie,6785896206314750981,Chase,"📍ATL
📧 iChvseContact@gmail.com
👇🏾 30 Days of Melo Full Vlog 🎉",0,False,https://www.tiktok.com/@ichvse/video/7077326185604074795?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077326185604074795&source=h5_m,3554498,1611,5428,16034,352488,7077326169342888746,7077326169342888746,72,7077326169342888746,original sound - ichvse,Chase,6.785896206314751e+18,Chase,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077326190209469230.mp3,,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
4,CA,7084833979206995206,1649566458,Our golden was gets so sad when his sister has to leave us (only have her part time) brought him a surprise home…and so begins a new friendship 🐾🥰,6776022868101202950,Vicki Molnar,Golden mom that may just love her dogs a little too much 🐾💕 🐶,0,False,https://www.tiktok.com/@vickimolnar/video/7084833979206995206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084833979206995206&source=h5_m,25766359,18139,81560,14208,3450738,6717507725380552706,6717507725380552706,10033,6717507725380552706,You Found Me,Instrumental Pop Songs,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b1befad2792644198dccb61d46189bbf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b387af09ccb347eeb58ad474479e86d8,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '467006836', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
5,MG,7073431356956626182,1646911578,ceci explique cela... 🥺🥺 #guardianangel #test,6810437661037708293,Nathalie Ran,"Lₑₜ'ₛ ₕₐᵥₑ ₐ bᵢₜ ₒf fᵤₙ 😎
🇲🇬 𝑀𝓊𝓂🌸𝒻𝑔𝒾𝓇𝓁  🇲🇬",0,False,https://www.tiktok.com/@_nathalie_rn/video/7073431356956626182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073431356956626182&source=h5_m,11958,8,7,1,157,6905911767579249414,6905911767579249414,72,6905911767579249414,Ayo why did this sound blow up (Contains music from: 1989混音 (QzQ Remix) - TaylorSwift),"Contains music from: ""1989混音 (QzQ Remix)""",6.901068110003652e+18,:),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6905911809270762245.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b1b502fd508a1bfd4a005afc4462ecce.json,False,False,[],0,0,TaylorSwift,1989混音 (QzQ Remix),Ayo why did this sound blow up (Contains music from: 1989混音 (QzQ Remix) - TaylorSwift),"Contains music from: ""1989混音 (QzQ Remix)""",Madagascar,#guardianangel #test,0,0,0,0,0,0,0,0,0,0
6,MG,7099455356685913349,1652970763,Assassin tacle part 3 ☠️🔪👿 #assassin #tacle #tacleassassin #mrclasheur #valverde #otavio #dejong #delight,6918416826859226117,Football/tacle,"TACLE ASSASSIN ☠️.
 Real Madrid 🤍💙",0,False,https://www.tiktok.com/@mr.clasheur/video/7099455356685913349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099455356685913349&source=h5_m,728697,317,275,1370,62503,7094487407369734918,7094487407369734918,72,7094487407369734918,original sound - mr.clasheur,Football/tacle,6.918416826859226e+18,Football/tacle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094487432833927942.mp3,,False,False,[],0,0,,,,,Madagascar,#assassin #tacle #tacleassassin #mrclasheur #valverde #otavio #dejong #delight,0,0,0,0,0,0,0,0,0,0
7,AU,7071919554875690241,1646559583,Following back some on Ig: keenanchapmann💕💕 #fyp,16707909,Keenan,"18 
australia 
Snap - keenanchapmann",0,False,https://www.tiktok.com/@keenanchapmann/video/7071919554875690241?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071919554875690241&source=h5_m,9486319,41182,67745,15678,1620368,7062717985148111662,7062717985148111662,72,7062717985148111662,"Wanna Be Startin' Something - Michael Jackson (Contains music from: Wanna Be Startin' Somethin' (ma-ma-say, ma-ma-sah, ma-ma-coo-sah) (Single Version) - Michael Jackson)","Contains music from: ""Wanna Be Startin' Somethin' (ma-ma-say, ma-ma-sah, ma-ma-coo-sah) (Single Version)""",6.99657221296808e+18,livethelifethatyoudread,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7062765909810826031.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a71bf87fd2e32b3edb779bf2005d5db5.json,False,False,[],0,0,Michael Jackson,"Wanna Be Startin' Somethin' (ma-ma-say, ma-ma-sah, ma-ma-coo-sah) (Single Version)","Wanna Be Startin' Something - Michael Jackson (Contains music from: Wanna Be Startin' Somethin' (ma-ma-say, ma-ma-sah, ma-ma-coo-sah) (Single Version) - Michael Jackson)","Contains music from: ""Wanna Be Startin' Somethin' (ma-ma-say, ma-ma-sah, ma-ma-coo-sah) (Single Version)""",Madagascar,#fyp,0,0,1,0,0,0,0,0,0,0
