,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bulgaria,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_viral,hash_българия,hash_ергенът
7,KZ,7099351918069255429,1652946682,hmm..🫠,295788546777391104,Babich or BabiTch?🤨,🆘,0,False,https://www.tiktok.com/@ba.bich_/video/7099351918069255429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099351918069255429&source=h5_m,15563957,1147,1191,3899,366094,7079743464103693058,7079743464103693058,72,7079743464103693058,original sound - batyr.white,I LOVE BATYR,6.808506576577496e+18,I LOVE BATYR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079743448823843585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b926d7c5bbd955a629c463488d002ce9.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,BG,7080576519319473414,1648575189,@super_memeto  #българиятикток #българия #bulgarian #bulgaria #tiktokbulgaria #bgtiktok #tiktokbg #бгтикток #тиктокбг #fypbulgaria #memebg #bgmeme #бгмемета #memeta #мемета #меметабг #memesbg #bgmemeta #smqh #смях #bgmemes #valqimoro #valiaimoro #валяиморо #memetabg #меме,6824475726672479238,supermemeto,Мемеджия по душа.,0,False,https://m.tiktok.com/v/7080576519319473414.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080576519319473414&source=h5_m,498153,337,3174,0,27871,7080576484515760901,7080576484515760901,72,7080576484515760901,original sound - super_memeto,supermemeto,6.824475726672479e+18,supermemeto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080576513447627525.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1aa22810445c68e2b6b74e51262f447.json,False,False,,,,,[],0,0,Bulgaria,#българиятикток #българия #bulgarian #bulgaria #tiktokbulgaria #bgtiktok #tiktokbg #бгтикток #тиктокбг #fypbulgaria #memebg #bgmeme #бгмемета #memeta #мемета #меметабг #memesbg #bgmemeta #smqh #смях #bgmemes #valqimoro #valiaimoro #валяиморо #memetabg #меме,1,0,0,0,0,0,0,0,1,0
1,BG,7070591068307295493,1646250270,dori ne znam teksta #fy #fyp,6514221625842340879,unavailable,neshto interesno,0,False,https://m.tiktok.com/v/7070591068307295493.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070591068307295493&source=h5_m,89325,77,29,85,13811,6777411410495425285,6777411410495425285,72,6777411410495425285,original sound - tinatinnaaa (Contains music from: Chanel - Bm),"Contains music from: ""Chanel""",1.514783460805632e+17,💎 V A L E N T I N A 💎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1654641731579957.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/eff6acfda50602a3296ab1a2277a81af.json,False,False,Bm,Chanel,original sound - tinatinnaaa (Contains music from: Chanel - Bm),"Contains music from: ""Chanel""",[],0,0,Bulgaria,#fy #fyp,0,0,0,0,1,1,0,0,0,0
2,BG,7087837173042515205,1650265695,@ivkabeibe #знаешкъдесъм #бгтиктокъри #Знаешкъдесъм #plazza #fypシ #ivkabeibe,6992951322154124293,plazza.sofia,"#ЗнаешКъдеСъм
Телефон за резервации: +359 895 888 888",0,False,https://m.tiktok.com/v/7087837173042515205.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087837173042515205&source=h5_m,581501,42,171,195,22471,7087837905434987270,7087837905434987270,72,7087837905434987270,original sound - plazza.sofia,plazza.sofia,6.992951322154124e+18,plazza.sofia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087837917741435653.mp3,,False,False,,,,,[],0,0,Bulgaria,#знаешкъдесъм #бгтиктокъри #Знаешкъдесъм #plazza #fypシ #ivkabeibe,0,0,0,0,0,0,1,0,0,0
3,BG,7073177745148103942,1646852530,#предложениезабрак,6759791596819432453,Vladimiraki,,0,False,https://m.tiktok.com/v/7073177745148103942.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073177745148103942&source=h5_m,546566,487,4720,3,41428,7073177746864868102,7073177746864868102,72,7073177746864868102,original sound - vladimiraki,Vladimiraki,6.759791596819432e+18,Vladimiraki,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073177752358112005.mp3,,False,False,,,,,[],0,0,Bulgaria,#предложениезабрак,0,0,0,0,0,0,0,0,0,0
4,BG,7072666963494849797,1646733604,Честит 8ми март / Какво ще кажеш за тази рокля? #светътнаванката,6686433877836481542,Светът на Ванката,"Ванката първо живя в един типичен свят, а сега живее в неговият #светътнаванкатa",0,False,https://m.tiktok.com/v/7072666963494849797.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072666963494849797&source=h5_m,604651,134,1111,583,47629,7072666915004517126,7072666915004517126,72,7072666915004517126,original sound - vankatok,Светът на Ванката,6.686433877836482e+18,Светът на Ванката,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072666925700041477.mp3,,False,False,,,,,[],0,0,Bulgaria,#светътнаванката,0,0,0,0,0,0,0,0,0,0
5,GE,7093512777293106438,1651587148,#дельфины #мойпитомец #творчествовтикток #тиктокзвезда #dolphin #2022#2023 #2024,6629013102480998406,ANNA 🐬🧜🏻‍♀️,"Georgia 🇬🇪
cooperation ⬇️⬇️
chulkova-91@list.ru",0,False,https://m.tiktok.com/v/7093512777293106438.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093512777293106438&source=h5_m,4760599,408,599,2019,255225,7093512759841000198,7093512759841000198,72,7093512759841000198,original sound - annachulkovaa,ANNA 🐬🧜🏻‍♀️,6.629013102480998e+18,ANNA 🐬🧜🏻‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093511679778065157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d1c670148440f6fea2d560002061cc8.json,False,False,,,,,[],0,0,Bulgaria,#дельфины #мойпитомец #творчествовтикток #тиктокзвезда #dolphin #2022#2023 #2024,0,0,0,0,0,0,0,0,0,0
6,BG,7085752106396765445,1649780224,НЕ мила НЕ!!! 😉🤣                                                     #fypシ #fy #foryou #tiktok #bg,6751421330803590149,Ivelina Grancharova,"Sofia/Bulgaria 
Model
Vloger
Makeup artist",0,False,https://m.tiktok.com/v/7085752106396765445.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085752106396765445&source=h5_m,201555,71,835,605,14183,6990007657679588101,6990007657679588101,72,6990007657679588101,original sound - kokp2006,Калоян Кирков,6.706559689586902e+18,Калоян Кирков,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990007720900315910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b418079c023bbe78bdb5a4c32f26e21c.json,False,False,,,,,[],0,0,Bulgaria,#fypシ #fy #foryou #tiktok #bg,0,1,0,0,1,0,1,0,0,0
7,BG,7084955369159658758,1649594720,IG-dimstagraam❤️ #foryou,6650041896491008006,ᴅɪᴍᴏ ᴅᴏʏᴄʜᴇᴠ,𝗙𝗼𝗹𝗹𝗼𝘄 𝗺𝗲 𝗼𝗻 𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 ⇧,0,False,https://m.tiktok.com/v/7084955369159658758.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084955369159658758&source=h5_m,496272,194,173,315,30877,7053838432346426117,7053838432346426117,72,7053838432346426117,original sound - lorda_official,Tani Lorda,6.66315741052756e+18,Tani Lorda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053838462457350918.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/334e18164ab2bfef829666fb1c2c6bcf.json,False,False,,,,,[],0,0,Bulgaria,#foryou,0,1,0,0,0,0,0,0,0,0
0,US,7080378934185053482,1648529186,OH MY GOSH OH MY GOSH,6713732600005428229,Cassidy Condie,"insta-cassidy.condie 
snap-cassidycondie
cassidy@outshinetalent.com
🤍",0,False,https://www.tiktok.com/@cassidycondiee/video/7080378934185053482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080378934185053482&source=h5_m,19947436,11450,20927,6408,2491377,7080378866199513899,7080378866199513899,72,7080378866199513899,original sound - cassidycondiee,Cassidy Condie,6.713732600005428e+18,Cassidy Condie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080378907681114922.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/68eeaf30337ec350f0f34e624ad7bae1.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,US,7101370952407092481,1653416771,ryan reynolds walked in after this #fyp #fakebody,6724715071983354886,Natalie Reynolds,"Link in ig bio 💗🌶
18",0,False,https://www.tiktok.com/@nataliereynoldsx/video/7101370952407092481?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101370952407092481&source=h5_m,2753014,1114,1480,65,169178,6827183486001089285,6827183486001089285,72,6827183486001089285,original sound - idmedina1,Medina,6.566930256157901e+18,Medina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/065168a476c8405d1b9d5704decb7e6e.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724c40d5a31a2d31425068815dde7c8d.json,False,False,,,,,[],0,0,Bulgaria,#fyp #fakebody,0,0,0,0,0,1,0,0,0,0
2,BG,7077590500248702214,1647879952,Ето Защо Никога Не Трябва 😳 #foryoupagebulgaria #foryou #fy  #foryoupage,6902377251163309058,nickystoyanov,"✨Instagram : nicky_stoyanovv✨
Последвайте и втория ми профил  ,линк по-долу 🔥",0,False,https://www.tiktok.com/@nickystoyanov/video/7077590500248702214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077590500248702214&source=h5_m,871382,1041,717,1,60723,6774051639117481985,6774051639117481985,10033,6774051639117481985,Creepy doll,Dark Fantasy Studio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ce85ab0b29d84b5380ec03f63d460fe0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8a4f786aa1324ad6af378efdd3a40dbb,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1492733231', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#foryoupagebulgaria #foryou #fy #foryoupage,0,1,1,0,1,0,0,0,0,0
3,BG,7087104372059983109,1650095076,Ergeninut e Sad 😶#ergenut,6591816147304873989,Funny moments,Смешни и забавни моменти!,0,False,https://www.tiktok.com/@_funny_moments_bg_/video/7087104372059983109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087104372059983109&source=h5_m,141908,114,338,412,11383,7087104344017029894,7087104344017029894,72,7087104344017029894,original sound - _funny_moments_bg_,Funny moments,6.591816147304874e+18,Funny moments,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087104351176526597.mp3,,False,False,,,,,[],0,0,Bulgaria,#ergenut,0,0,0,0,0,0,0,0,0,0
4,FR,7096179808773623046,1652208114, ,228676632721682432,🧚‍♀️Marcia -Rambissoon🧚‍♀️,La vie c’est belle 🇫🇷 a vida e bonita 🇧🇷life is beautiful style🇬🇾,0,False,https://www.tiktok.com/@marciarambissoon/video/7096179808773623046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096179808773623046&source=h5_m,21216973,1611,2181,223,338997,7096179807997774598,7096179807997774598,72,7096179807997774598,original sound - marciarambissoon,🧚‍♀️Marcia -Rambissoon🧚‍♀️,2.2867663272168243e+17,🧚‍♀️Marcia -Rambissoon🧚‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096179811139275526.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
5,BG,7081745113940118790,1648847274,Без коментар #fyp,114937012444332032,Ани Ангелова,,0,False,https://www.tiktok.com/@anichka.a5/video/7081745113940118790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081745113940118790&source=h5_m,495990,141,481,1,33965,7071509097429895941,7071509097429895941,72,7071509097429895941,original sound - pakovasilev,Пламен Василев,17876960.0,Пламен Василев,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071509092061514502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/730d0b394bd445278d7fde6fb54cd3d7.json,False,False,,,,,[],0,0,Bulgaria,#fyp,0,0,0,0,0,1,0,0,0,0
6,BG,7084574041922735366,1649505935,Reply to @v_b_m_15,6702413162493166593,MorphHUB Exotics,"🙏🏻200к?🙏🏻
🫀бъди себе си 🧠 
INSTAGRAM: MorphHUBfamily 📱 
👇🏻 КЛИК 👇🏻",0,False,https://www.tiktok.com/@morphhub.family/video/7084574041922735366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084574041922735366&source=h5_m,205702,69,12,24,9932,7076519022287948590,7076519022287948590,72,7076519022287948590,original sound - vs.edits._z (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",7.044932123037304e+18,Zaniya<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076519052264426282.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dc226c7f56adde4e6e100a4001d1ee96.json,False,False,Joseline Hernandez,Vegas (I Wanna Ride),original sound - vs.edits._z (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
7,BR,7102862528878873862,1653764057,vestido da @fashionbewa 💘 dc @jeffxtingz,96402384888725504,Gabriela Moura,📍brasil,0,False,https://www.tiktok.com/@gabimfmoura/video/7102862528878873862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102862528878873862&source=h5_m,681700,323,444,1141,139880,7084242536273103618,7084242536273103618,72,7084242536273103618,Leoauf (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",6.765520916803945e+18,𝑳𝑬𝑶𝑨𝑼𝑭,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084242464118606593.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f416540eb48884ce22770de2926b425d.json,False,False,S1mba,Rover (feat. DTG),Leoauf (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,BG,7080613302488943877,1648583753,#foryoupage #fyp #foryou #viral,6529410159792362496,stffy,,0,False,https://www.tiktok.com/@stefanovaiis/video/7080613302488943877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080613302488943877&source=h5_m,83513,73,43,61,6565,6890265224465943297,6890265224465943297,72,6890265224465943297,original sound - mmudja,.,6.790007618717238e+18,.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6890265082266209026.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/190cb7ab211c3718426d2d1cf7895d97.json,False,False,,,,,[],0,0,Bulgaria,#foryoupage #fyp #foryou #viral,0,1,1,0,0,1,0,1,0,0
1,BG,7085006659231403270,1649606661,#foryou #футбол @evdokiapopadinova,6896395726508606470,BorienOrlen,"🦾 Conditioning coach
🎤 Journalist
ГЛЕДАЙТЕ ФИЛМА МИ 
👇👇👇",0,False,https://www.tiktok.com/@borienorlen/video/7085006659231403270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085006659231403270&source=h5_m,233779,63,134,314,15184,7073853514577529605,7073853514577529605,72,7073853514577529605,original sound - denis_teofikov21 (Contains music from: Пак ще се броиш - Emilia & DENIS TEOFIKOV),"Contains music from: ""Пак ще се броиш""",6.884638473874048e+18,☁︎𝙳𝚎𝚗𝚒𝚜 𝚃𝚎𝚘𝚏𝚒𝚔𝚘𝚟☁,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073853518821903110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3fea14591d1df0efb04a073036b89d26.json,False,False,Emilia & DENIS TEOFIKOV,Пак ще се броиш,original sound - denis_teofikov21 (Contains music from: Пак ще се броиш - Emilia & DENIS TEOFIKOV),"Contains music from: ""Пак ще се броиш""",[],0,0,Bulgaria,#foryou #футбол,0,1,0,0,0,0,0,0,0,0
2,AZ,7091955275397188865,1651224514,#nerimanov #qızıl,6742554234719814662,Sehram Ibrahimov,,0,False,https://www.tiktok.com/@sehram610/video/7091955275397188865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091955275397188865&source=h5_m,25547023,1864,685,906,448280,7020217268852230146,7020217268852230146,10033,7020217268852230146,Helal Olsun Dayıoğlu - Club Remix,Dj Parliament,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/01dbe66dbade49c7ab24905c6b98ecdb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ebeb25b144594328be31c903de8b840d,False,True,,,,,[],0,0,Bulgaria,#nerimanov #qızıl,0,0,0,0,0,0,0,0,0,0
3,GB,7089402494559718662,1650630148,Винаги #тиктокбългария #България #bulgaria🇧🇬 #tiktokbulgari #tiktokbulgaria,183302569597984768,MILEN KOLEV,"Follow my Instagram ➡️ milen_kolevv
За бизнес📧: milenkolevv@yahoo.com
YouTube⤵️",0,False,https://www.tiktok.com/@milenkolev1/video/7089402494559718662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089402494559718662&source=h5_m,76437,202,86,114,7992,7089402463060626182,7089402463060626182,72,7089402463060626182,original sound - milenkolev1,MILEN KOLEV,1.8330256959798477e+17,MILEN KOLEV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089402478252395270.mp3,,False,False,,,,,[],0,0,Bulgaria,#тиктокбългария #България #bulgaria🇧🇬 #tiktokbulgari #tiktokbulgaria,1,0,0,0,0,0,0,0,1,0
4,BG,7072659576100818181,1646731884,#foryou #foryoupage #schoollife #faster #crazy #kidnapping #haha @nicollexx1 @bilyanatsanova,6630088081801265157,Reni Dimitrovaa,"▫️Bulgaria 🇧🇬
▫️ instagram- rdimitrovaaa_",0,False,https://www.tiktok.com/@rdimitrovaaa_/video/7072659576100818181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072659576100818181&source=h5_m,840260,389,648,2,42612,7052089979547192069,7052089979547192069,72,7052089979547192069,original sound - mariqpetrova151,꧁𝑀ꨄ𝐼ꨄMꨄ𝐼꧂,6.513957535647536e+18,꧁𝑀ꨄ𝐼ꨄMꨄ𝐼꧂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7052094919053232902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/68d6606459c7609f06e102169e55fb12.json,False,False,,,,,[],0,0,Bulgaria,#foryou #foryoupage #schoollife #faster #crazy #kidnapping #haha,0,1,1,0,0,0,0,0,0,0
5,BG,7080157152756714758,1648477548,Пишеше в коментарите друг черен хумор #foryou #bulgaria #cherenhumor,6889472376778900482,Ang3low1,"Founder of H2 Team
Тик ток правя за ташака! 
Качвам от всичко! Не ме ебе!",0,False,https://www.tiktok.com/@ang3low1/video/7080157152756714758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080157152756714758&source=h5_m,225046,87,305,1,8493,7012286333133540101,7012286333133540101,72,7012286333133540101,original sound - tonizlatkov (Contains music from: You Make My Dreams (Come True) - Daryl Hall & John Oates),"Contains music from: ""You Make My Dreams (Come True)""",6.633086529214792e+18,Toni Zlatkov,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7012286387194170117.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/87cd3579d302df9a729a1f6db8f1fb50.json,False,False,Daryl Hall & John Oates,You Make My Dreams (Come True),original sound - tonizlatkov (Contains music from: You Make My Dreams (Come True) - Daryl Hall & John Oates),"Contains music from: ""You Make My Dreams (Come True)""",[],0,0,Bulgaria,#foryou #bulgaria #cherenhumor,1,1,0,0,0,0,0,0,0,0
