,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_jamaicatiktok,hash_love,hash_movie,hash_trending,hash_viral
3,US,7092498077986295086,1651350893,Thursday’s lunch box❤️ #fyp #lunch #lunchtime #lunchbox #packinglunchformyhusband #ByeByeSundayBlues,6767398002686657542,Alejandra❤️,"For Business inquiries
Nanajoe1906@gmail.com
Po box 982 visalia ca, 93279",0,False,https://m.tiktok.com/v/7092498077986295086.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092498077986295086&source=h5_m,2053925,663,3891,508,317377,7092498060059691819,7092498060059691819,72,7092498060059691819,original sound - nanajoe19,Alejandra❤️,6.767398002686658e+18,Alejandra❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092498085904960298.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #lunch #lunchtime #lunchbox #packinglunchformyhusband #ByeByeSundayBlues,0,0,0,1,0,0,0,0,0,0
4,GB,7086025191335136518,1649843807,Not sure about the Fosters though 😂😂 #TuffStuff GoTuffStuff.com #fyp #foryou #carpenter #carpentry #ukbanter,6852715611781825541,The Tradesman,Submit your videos and pictures to be featured on The Tradesman 🚧👇,0,False,https://m.tiktok.com/v/7086025191335136518.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086025191335136518&source=h5_m,3622281,5647,22027,5414,374893,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,Antigua and Barbuda,#TuffStuff #fyp #foryou #carpenter #carpentry #ukbanter,1,0,0,1,0,0,0,0,0,0
5,ZA,7102519927881452806,1653684288, ,6807697654120072198,vusi nova,,0,False,https://m.tiktok.com/v/7102519927881452806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102519927881452806&source=h5_m,3031328,4665,4717,27124,179819,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
6,GB,7101414266112118022,1653426857,#stitch with @rzri what’s wrong with me 😂 🍕  #fyp #fatty #foryou #notfood #lgbt #fatlads #funny #why #funnynotfunny #wow #same,6766935348884112389,Callum Duxbury,"25 🇬🇧 👬
Tourette’s syndrome ✅
Foster carer 💪🏻
Witness the inside of my head",0,False,https://m.tiktok.com/v/7101414266112118022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101414266112118022&source=h5_m,2891920,8995,25095,3540,288663,7101414253126601478,7101414253126601478,72,7101414253126601478,original sound - callum_duxbury,Callum Duxbury,6.766935348884112e+18,Callum Duxbury,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101414251713710853.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#stitch #fyp #fatty #foryou #notfood #lgbt #fatlads #funny #why #funnynotfunny #wow #same,1,0,1,1,0,0,0,0,0,0
7,US,7099974185849490730,1653091560,These jokes are rite 🪦 #camjaraaf #darkhumor,6836475753695495174,CAM,"Anybody here use tiktok? 
Memphis, TN
Business: medicistudio.contact@gmail.com",0,False,https://m.tiktok.com/v/7099974185849490730.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099974185849490730&source=h5_m,1804984,1831,8115,14602,417931,7099974171379256106,7099974171379256106,72,7099974171379256106,original sound - camjaraad,CAM,6.836475753695495e+18,CAM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099974204941962026.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#camjaraaf #darkhumor,0,0,0,0,0,0,0,0,0,0
0,US,7102508708051291438,1653681675,#stitch with @wavvvy_ad,6626438896375791621,T✨,"🇹🇹
tHaNk yOuUu 🥲
ig: tiahranelson 
tiahranelson@gmail.com
👇🏾 YOUTUBE 👇🏾",0,False,https://m.tiktok.com/v/7102508708051291438.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102508708051291438&source=h5_m,1706288,2189,1196,1287,296201,7102508662039661355,7102508662039661355,72,7102508662039661355,original sound - tiahranelson,T✨,6.626438896375792e+18,T✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102508700052572971.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#stitch,0,0,0,0,0,0,0,0,0,0
1,GB,7097238446175030534,1652454597,Twitter HOF Part 2,6800785036063327238,ShxtsNGigs Podcast,"ShxtsNGigs 
Top 3 Podcast On Spotify 
Full vids on YT
Extra Episodes on Patreon",0,False,https://m.tiktok.com/v/7097238446175030534.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097238446175030534&source=h5_m,7037763,4247,25328,17145,1590485,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
2,GB,7094186128135277829,1651743926,#foryou #hometour #cleantok,7067824809333801989,angelagenggo,"WA📲+86 15995027801
👇U can find gadgets in video here 👇",0,False,https://m.tiktok.com/v/7094186128135277829.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094186128135277829&source=h5_m,8277961,3798,1310,3253,637108,7094186104345168645,7094186104345168645,72,7094186104345168645,original sound - vivifuture.home,angelagenggo,7.067824809333802e+18,angelagenggo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094186132787104517.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#foryou #hometour #cleantok,1,0,0,0,0,0,0,0,0,0
3,US,7078780471450078510,1648157014,Ethan turn!,6647609207678386181,scottyarco,"Torch Window Cleaning
Brighton, MI 
Business:
scotty@torchwindowcleaning.com",0,False,https://m.tiktok.com/v/7078780471450078510.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078780471450078510&source=h5_m,17637887,6892,3531,1543,1630748,7078780458510863150,7078780458510863150,72,7078780458510863150,original sound - scottyarco,scottyarco,6.647609207678386e+18,scottyarco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078780488885750574.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
4,US,7101103565862866222,1653354514,Reply to @pepsinocoke  You can hear the Crunch❣️#tiktokfood #xyzbca #foryoupage #naturalbeauty54 @elziecollins @marquaythegoat 💜,6696142512039937029,natural.beauty54,"PO Box 7️⃣3️⃣3️⃣1️⃣ Columbus, GA 31908
📧: sonjacollins54@gmail.com",0,False,https://m.tiktok.com/v/7101103565862866222.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101103565862866222&source=h5_m,1372347,1403,999,1498,157444,7101103551010622254,7101103551010622254,72,7101103551010622254,original sound - natural.beauty54,natural.beauty54,6.696142512039937e+18,natural.beauty54,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101103573160889134.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#tiktokfood #xyzbca #foryoupage #naturalbeauty54,0,1,0,0,0,0,0,0,0,0
5,GB,7072479450067176710,1646689944,Answers on a postcard please… 🤣🤣🤣 #rottweiler #sharpei #bulldog #dog #dogsofttiktok #fyp #guilty,6808768342968681477,Rocky & me,"Just a single woman, her Rottie and their puppy 🏴󠁧󠁢󠁥󠁮󠁧󠁿",0,False,https://m.tiktok.com/v/7072479450067176710.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072479450067176710&source=h5_m,19024905,40223,225791,62750,3524628,6732536571318257666,6732536571318257666,10033,6732536571318257666,Funny Song,Cavendish Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/da56f6ac11374919bbc0e80be23f547f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c7234d4c6fed480998d07df5f912c333,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571875728', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#rottweiler #sharpei #bulldog #dog #dogsofttiktok #fyp #guilty,0,0,0,1,0,0,0,0,0,0
6,US,7101784582026038571,1653513078,#marriedlife #couples #marriagehumor #look #😳 @mommynatalieee #iloveyou #husbandwife,6651359550623793158,Cory,❤️ Follow Me on InstaGram ❤️,0,False,https://m.tiktok.com/v/7101784582026038571.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101784582026038571&source=h5_m,4210459,7419,63354,7199,255455,6869204075888510977,6869204075888510977,10033,6869204075888510977,"Part Of Your World (From ""The Little Mermaid"")",Just Kids,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0b6ff31919084d3790146c8492a7c0bc,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/62db9bb7f1324d6b834c335ee1180c4f,False,True,,,,,[],0,0,Antigua and Barbuda,#marriedlife #couples #marriagehumor #look #😳 #iloveyou #husbandwife,0,0,0,0,0,0,0,0,0,0
7,BE,7100579632025439494,1653232528,never the first choice,6810447510010086406,myrddin,"life's shit... and i love it
sc: myrddinbataille
just add me",0,False,https://m.tiktok.com/v/7100579632025439494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100579632025439494&source=h5_m,5075153,6203,24541,8803,504427,7044057766620859183,7044057766620859183,72,7044057766620859183,original sound - gia..solos,🔥G!a🔥,6.815258343688291e+18,🔥G!a🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7044057806282181422.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/91d23e0e55e9644d105e745cbf631d37.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,SE,7102065889415056645,1653578574,This is about to be my new summer evening date uniform💕! #summeroutfits #dateootd #springinspo #TikTokFashion #blackgirlfashion #maxidress #styletip #fyp,7032265534641636358,shushan Abraham,"Fashion enthusiast
Personal style •Tips• OOTD 
Collab✨shushan.kidane@gmail.com",0,False,https://www.tiktok.com/@shushanab/video/7102065889415056645?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102065889415056645&source=h5_m,301037,121,170,1393,30723,6899926865390094338,6899926865390094338,10033,6899926865390094338,Sere,SPINALL & Fireboy DML,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f74252c8e5ca4bd28e98c9f0623c1506,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e14a335edebc402fa47b687209159fc2,False,True,,,,,[],0,0,Antigua and Barbuda,#summeroutfits #dateootd #springinspo #TikTokFashion #blackgirlfashion #maxidress #styletip #fyp,0,0,0,1,0,0,0,0,0,0
1,GB,7091338519666330886,1651080914,#fyp #thewire #michaelkwilliams #iconic #quotes #tvclips,6950260001936753669,The Lockdown Yard,"We enjoy movies and TV shows🎙️🎧
🍿🎬🖤🇬🇭🇬🇧",0,False,https://www.tiktok.com/@thelockdownyard/video/7091338519666330886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091338519666330886&source=h5_m,9154261,1706,1849,10308,855874,7091338516441484038,7091338516441484038,72,7091338516441484038,Omars whistle (Contains music from: Omar - Eric Da God Child),"Contains music from: ""Omar""",6.950260001936754e+18,The Lockdown Yard,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091338523550255877.mp3,,False,False,Eric Da God Child,Omar,Omars whistle (Contains music from: Omar - Eric Da God Child),"Contains music from: ""Omar""",[],0,0,Antigua and Barbuda,#fyp #thewire #michaelkwilliams #iconic #quotes #tvclips,0,0,0,1,0,0,0,0,0,0
2,US,7078739034163449131,1648147366,we’ve dreamt of living in the same city together again for so long! on cloud nine ☁️ #surprisemomwith #newhouse #OscarsAtHome,6779211399614301190,Sarah Lampley,🤍🤍,0,False,https://www.tiktok.com/@sarah.lampley/video/7078739034163449131?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078739034163449131&source=h5_m,8142162,11348,8666,733,1012164,6768701782886451202,6768701782886451202,10036,6768701782886451202,I'M FEELING LUCKY,Ellen Once Again,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b78365ef6339406bb43be19e9f078ca8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/231c56bd90f24fe6adaf21baf255f762,False,True,,,,,[],0,0,Antigua and Barbuda,#surprisemomwith #newhouse #OscarsAtHome,0,0,0,0,0,0,0,0,0,0
3,US,7102021427951586606,1653568223,mom & I plan on having lots of accidents apparently #vacation #family #comedy #funny #familyvacation #hawaii,2962662,Jaden & Andy McGrew,"✨ newlyweds & besties✨

mcgrewinfo@gmail.com for collabs!!",0,False,https://www.tiktok.com/@jadenandandy/video/7102021427951586606?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102021427951586606&source=h5_m,677075,209,74,71,72336,7102021303779085098,7102021303779085098,72,7102021303779085098,original sound - jadenandandy,Jaden & Andy McGrew,2962662.0,Jaden & Andy McGrew,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102021413095082795.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#vacation #family #comedy #funny #familyvacation #hawaii,0,0,1,0,0,0,0,0,0,0
4,GB,7102929342275046662,1653779613,"Manhandling my husband 😂, this time l had to wear his clothes 😂 😂😂😂",6826812081213719558,Mr & Mrs Phoenix,"Wassup! Welcome fam😍luv u
Our Instagram-official_phoenixs
Road to 1mill guys❤️",0,False,https://www.tiktok.com/@mrandmrsphoenix/video/7102929342275046662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102929342275046662&source=h5_m,268312,1204,476,1157,31156,7102929372264270597,7102929372264270597,72,7102929372264270597,original sound - mrandmrsphoenix,Mr & Mrs Phoenix,6.82681208121372e+18,Mr & Mrs Phoenix,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102929361720937222.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
5,US,7070557833674149126,1646242532,#🔥 #duet #fyp #foryoupage #tag best duet get repost 🔥✅#forfun,6793083325432251397,Jay Devan,"🇧🇿 🥷🏿
🎶IG @its_jay_all_that 🇧🇿
Artist 🎤dancer 
🌴Caribbean 🌴
📍L.A📍",0,False,https://www.tiktok.com/@its.only.jay/video/7070557833674149126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070557833674149126&source=h5_m,124910,62,183,934,11094,7026644436700482351,7026644436700482351,72,7026644436700482351,original sound - ddiorzaire (Contains music from: Wicked - Nvasion & Shaneil Muir),"Contains music from: ""Wicked""",6.928521765334369e+18,Ddior,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7026644797381167919.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6bdee3d02bba3379779165da9d605059.json,False,False,Nvasion & Shaneil Muir,Wicked,original sound - ddiorzaire (Contains music from: Wicked - Nvasion & Shaneil Muir),"Contains music from: ""Wicked""",[],0,0,Antigua and Barbuda,#🔥 #duet #fyp #foryoupage #tag #forfun,0,1,0,1,0,0,0,0,0,0
6,US,7102148495041203498,1653597806,Who had the best rizz??😳🤣 WERE TOO UGLY FOR MAKING THIS😭😂 @𝙼𝚛. 𝙷𝙸𝙼 @Daddyshann,6587810284089278470,SauceyAustin✨💦,"Business 📧: SauceyAustinmgmt@gmail.com
Snap: austinhines1✨",0,False,https://www.tiktok.com/@saucey_austin/video/7102148495041203498?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102148495041203498&source=h5_m,87851,343,21,11,9430,7096122699445029675,7096122699445029675,72,7096122699445029675,Jhacari Come Over (Contains music from: Come Over (Sped Up - TikTok Version) - Jhacari),"Contains music from: ""Come Over (Sped Up - TikTok Version)""",6.863127814377768e+18,Tonio,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096122758043732782.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0944e4ecaf84290fc2e37a970107802f.json,False,False,Jhacari,Come Over (Sped Up - TikTok Version),Jhacari Come Over (Contains music from: Come Over (Sped Up - TikTok Version) - Jhacari),"Contains music from: ""Come Over (Sped Up - TikTok Version)""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
7,ZA,7093245948805057797,1651525022, ,6931990764166005765,username Nhle,,0,False,https://www.tiktok.com/@usernhlemqadi/video/7093245948805057797?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093245948805057797&source=h5_m,901677,7678,1446,4799,148114,7093245935971617541,7093245935971617541,72,7093245935971617541,original sound - usernhlemqadi (Contains music from: Goodness Of God [Live] - CeCe Winans),"Contains music from: ""Goodness Of God [Live]""",6.931990764166006e+18,username Nhle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093245953397754630.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/10de3c4d684f348b01388cd4e76de6a1.json,False,False,CeCe Winans,Goodness Of God [Live],original sound - usernhlemqadi (Contains music from: Goodness Of God [Live] - CeCe Winans),"Contains music from: ""Goodness Of God [Live]""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,US,7074359312130329902,1647127633,#MomsofTikTok #momlife #autism #TheAdamProject #fyp,6825033677275038725,Hfein,Kids wishlist: https://www.amazon.com/hz/wishlist/ls/1A5XNDCZN3HZF?ref_=wl_share,0,False,https://www.tiktok.com/@singlemomlife5555/video/7074359312130329902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074359312130329902&source=h5_m,5093198,3213,1247,1131,848876,6818516297286945542,6818516297286945542,72,6818516297286945542,Stand up (Contains music from: Stand Up (From Harriet) - Cynthia Erivo),"Contains music from: ""Stand Up (From Harriet)""",6.774343402500621e+18,Zeda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/db318b51c076d04e32571892abc66f01.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f89eeee762375ce64823237a32ffd7b.json,False,False,Cynthia Erivo,Stand Up (From Harriet),Stand up (Contains music from: Stand Up (From Harriet) - Cynthia Erivo),"Contains music from: ""Stand Up (From Harriet)""",[],0,0,Antigua and Barbuda,#MomsofTikTok #momlife #autism #TheAdamProject #fyp,0,0,0,1,0,0,0,0,0,0
1,US,7102285054809853226,1653629603,from da side tho 👀🤤! let’s get to 100k so we can go live !! #fyp #itsgontaefreakcult,7082851388409021482,hm hi,"insta ⤴️
main banned at 2.4M
back in a matter of slime 🐍
we stan women 💓",0,False,https://www.tiktok.com/@itsgontae2/video/7102285054809853226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102285054809853226&source=h5_m,341232,406,1539,1728,58422,7102284930381663019,7102284930381663019,72,7102284930381663019,original sound - itsgontae2,hm hi,7.082851388409021e+18,hm hi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102285032500480814.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #itsgontaefreakcult,0,0,0,1,0,0,0,0,0,0
2,GB,7072559420781153542,1646708563,#movie #fypシ #viral,7072310811703739398,yuguorose,Vx  July172018,0,False,https://www.tiktok.com/@yuguorose/video/7072559420781153542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072559420781153542&source=h5_m,5433916,824,1014,7241,363402,6557525235200232199,6557525235200232199,25,6557525235200232199,don't let me down,old papa,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aa6b3afe7595439e931a92cab39c4a18,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e12bdbd27ce147a6bc2453099de06d8c,True,True,,,,,[],0,0,Antigua and Barbuda,#movie #fypシ #viral,0,0,0,0,1,0,0,1,0,1
